time,case_id,employee,selected,material_known,social_d,social_e,pending_d,pending_e,recent_d,recent_e,success_d,success_e,failure_d,failure_e,p_d,p_e,cost_d,cost_e,utilities
2,54:0,54,no_addition,False,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.3104973378290874,0.6254248988225772,0.32626372298888134,0.28028762715313327,wait:0.000000;d:-0.046715
3,0:0,0,no_addition,False,0.625,0.0,0.125,0.0,0.625,0.0,0.0,0.0,4.0,0.0,0.6349269699863758,0.6451027268427387,0.18958490503426,0.22661546330778407,wait:0.613089
3,1:0,1,no_addition,False,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,3.0,0.0,0.31965057114566797,0.4844682721528188,0.1488513635641699,0.14679214475775038,wait:0.308656
3,3:0,3,no_addition,False,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5716450067394354,0.5732683740141027,0.1462783090575714,0.31015610937621324,wait:0.000000
3,5:0,5,no_addition,False,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.4135202342858969,0.32661091932094677,0.20569328152057564,0.24818018118782073,wait:0.000000
3,6:0,6,no_addition,False,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5156081333859838,0.5837842973297609,0.29327281359351504,0.21978807068131717,wait:0.497874
3,7:0,7,no_addition,False,0.9,0.0,0.2,0.0,0.9,0.0,0.0,0.0,7.0,0.0,0.5695015022100782,0.6515767322733304,0.26058912305179804,0.17256510648651094,wait:0.549914
3,8:0,8,no_addition,False,0.4444444444444444,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.3722448780626667,0.3741609179318683,0.12450188797737873,0.268675858392624,wait:0.000000
3,10:0,10,no_addition,False,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.4788431740927177,0.6134157706741339,0.28122911727635297,0.2442347824143496,wait:0.000000
3,11:0,11,no_addition,False,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.0,0.607146533296191,0.43551963037785546,0.14380406096702578,0.1270522155553456,wait:0.000000
3,12:0,12,no_addition,False,0.5,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.6937817987812784,0.533729937316545,0.3039036571022257,0.2557276584561406,wait:0.669919
3,15:0,15,no_addition,False,0.8571428571428571,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,5.0,0.0,0.5315402376273212,0.43827277049971713,0.15350122755625317,0.30298658066995987,wait:0.513258
3,16:0,16,no_addition,False,0.3333333333333333,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.6213353420972463,0.4285975895993561,0.25629501458010967,0.15847704527031264,wait:0.000000
3,17:0,17,no_addition,False,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.4819935126913222,0.6219505664093764,0.3244303667370665,0.25267729299700975,wait:0.000000
3,19:0,19,no_addition,False,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.675188334364729,0.5162057409921902,0.17241596927380143,0.1886276062294675,wait:0.000000
3,20:0,20,no_addition,False,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.5695092762977207,0.5427465433672397,0.1817366391800946,0.28158208675522445,wait:0.000000
3,21:0,21,no_addition,False,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.46033345407654613,0.5030001784698175,0.31845408472093106,0.13368513847714175,wait:0.444500
3,22:0,22,no_addition,False,0.8333333333333334,0.0,0.3333333333333333,0.0,0.8333333333333334,0.0,0.0,0.0,3.0,0.0,0.4749099051021683,0.5569280552199158,0.13701835193288137,0.31727204813052184,wait:0.458576
3,24:0,24,no_addition,False,0.7142857142857143,0.0,0.5714285714285714,0.0,0.7142857142857143,0.0,0.0,0.0,1.0,0.0,0.6184423983588718,0.6066724922324889,0.33528526002009174,0.30297628547829025,wait:0.000000
3,27:0,27,no_addition,False,0.6,0.0,0.4,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.6425893067107659,0.6642206064589002,0.20162091473025223,0.3026647252127962,wait:0.620488
3,30:0,30,no_addition,False,0.75,0.0,0.16666666666666666,0.0,0.75,0.0,0.0,0.0,7.0,0.0,0.5613152525564188,0.5468605757837747,0.13504818676139446,0.2438488954549115,wait:0.542009
3,31:0,31,no_addition,False,0.9,0.0,0.4,0.0,0.9,0.0,0.0,0.0,5.0,0.0,0.589231730984955,0.6693227769320748,0.20287329459672546,0.1596477209505274,wait:0.000000
3,35:0,35,no_addition,False,0.8333333333333334,0.0,0.3333333333333333,0.0,0.8333333333333334,0.0,0.0,0.0,3.0,0.0,0.5186148129675393,0.4293152502691804,0.14514719802488416,0.14111648756555878,wait:0.500777
3,37:0,37,no_addition,False,0.8571428571428571,0.0,0.5714285714285714,0.0,0.8571428571428571,0.0,0.0,0.0,2.0,0.0,0.6066398133866089,0.6532623452529932,0.3053925153722587,0.16203645934202765,wait:0.585775
3,39:0,39,no_addition,False,0.6363636363636364,0.0,0.18181818181818182,0.0,0.6363636363636364,0.0,0.0,0.0,5.0,0.0,0.37945770070522633,0.5325269746583201,0.1441159877114682,0.2581265639267173,wait:0.000000
3,42:0,42,no_addition,False,0.42857142857142855,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.31466259977595556,0.46424046267399166,0.2612702822458626,0.13539310923713369,wait:0.303840
3,45:0,45,no_addition,False,0.7142857142857143,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,3.0,0.0,0.6327854347063235,0.527231276761715,0.31173994230001556,0.13645278940660277,wait:0.000000
3,46:0,46,no_addition,False,0.7777777777777778,0.0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.0,0.0,6.0,0.0,0.41247147996441474,0.6846503611583785,0.23669126286736908,0.12787633965132716,wait:0.000000
3,49:0,49,no_addition,False,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,4.0,0.0,0.49122202368757223,0.6335239383184403,0.26452808928726373,0.2916867458637035,wait:0.000000
3,50:0,50,no_addition,False,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,1.0,0.0,0.33874716940086413,0.33618210824135253,0.2668029003034499,0.17448608897447615,wait:0.000000
3,52:0,52,no_addition,False,0.625,0.0,0.375,0.0,0.625,0.0,0.0,0.0,2.0,0.0,0.6375190938505968,0.44969388573115077,0.3164568839572812,0.1921904181790267,wait:0.000000
3,54:0,54,no_addition,False,0.42857142857142855,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.3104973378290874,0.6254248988225772,0.32626372298888134,0.28028762715313327,wait:0.000000;d:-0.046715
3,57:0,57,no_addition,False,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.3674812585006399,0.6063002200099101,0.1419637555088372,0.14083652994445953,wait:0.000000
3,58:0,58,no_addition,False,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.5698457129212575,0.5086375410968227,0.31770589102444186,0.16866236372747928,wait:0.000000
3,59:0,59,no_addition,False,0.6666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,3.0,0.0,0.6502922637422113,0.5324985384558232,0.3003984701500516,0.3307652353400831,wait:0.627926
3,60:0,60,no_addition,False,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5345134400782842,0.6524568073919632,0.2785878606586106,0.18337523916769824,wait:0.516129
3,61:0,61,no_addition,False,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.35466418061386695,0.48525784679251094,0.25711426778410923,0.2818610144285211,wait:0.342466
3,62:0,62,no_addition,False,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.6737425411252645,0.6467612254331299,0.24181440332422513,0.1305552901432641,wait:0.000000
3,68:0,68,no_addition,False,0.7142857142857143,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,3.0,0.0,0.43563756520764646,0.44181537895334455,0.33386905806066436,0.23628867274990734,wait:0.000000
3,69:0,69,no_addition,False,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.5522842267235775,0.44811772559250074,0.1600034596194771,0.20616873348956766,wait:0.533289
3,70:0,70,no_addition,False,0.42857142857142855,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.6750418326056267,0.5181513925536889,0.2641027359048809,0.2119510011871475,wait:0.651824
3,71:0,71,no_addition,False,0.6,0.0,0.4,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.5724433221045399,0.5798533147655999,0.1966434629438023,0.18891818549490788,wait:0.552754
3,73:0,73,no_addition,False,0.8,0.0,0.4,0.0,0.8,0.0,0.0,0.0,2.0,0.0,0.35420682498105227,0.41671162276581564,0.12950524969704513,0.175636318859363,wait:0.000000
3,75:0,75,no_addition,False,0.6923076923076923,0.0,0.38461538461538464,0.0,0.6923076923076923,0.0,0.0,0.0,4.0,0.0,0.37309419698317375,0.5877112921467103,0.18562068362434606,0.1741724116481872,wait:0.000000
3,76:0,76,no_addition,False,0.8,0.0,0.2,0.0,0.8,0.0,0.0,0.0,3.0,0.0,0.4107091825541645,0.380946265462487,0.3173583191853626,0.30206654641134223,wait:0.396583
3,77:0,77,no_addition,False,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6557895980559207,0.5583678345059471,0.22680502196466576,0.27959005577356233,wait:0.000000
3,78:0,78,no_addition,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6149527470465616,0.34177155101478407,0.24966732629549443,0.3066099241424625,wait:0.000000
3,79:0,79,no_addition,False,0.5714285714285714,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,3.0,0.0,0.6054007144387883,0.3960929381760018,0.1495197563448102,0.1877320499694934,wait:0.584578
3,82:0,82,no_addition,False,0.75,0.0,0.375,0.0,0.75,0.0,0.0,0.0,3.0,0.0,0.6786328395366878,0.4344487551468049,0.20059720904195832,0.12489908463220839,wait:0.655292
3,83:0,83,no_addition,False,0.625,0.0,0.25,0.0,0.625,0.0,0.0,0.0,3.0,0.0,0.6492496307348407,0.3732835456302558,0.33254471762931725,0.16566944905945366,wait:0.626919
3,85:0,85,no_addition,False,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.6653815322741997,0.581425413119678,0.20909958497958275,0.18528397522787762,wait:0.000000
3,88:0,88,no_addition,False,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,3.0,0.0,0.6663316377708322,0.6852556576707169,0.12534868262092297,0.2075182675250232,wait:0.000000
3,89:0,89,no_addition,False,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.6154086354683044,0.39401625161170495,0.2224815867294293,0.23257959950918858,wait:0.000000
3,90:0,90,no_addition,False,0.36363636363636365,0.0,0.09090909090909091,0.0,0.36363636363636365,0.0,0.0,0.0,3.0,0.0,0.4996088598221989,0.5715241011396108,0.17240748887006616,0.28313033415201594,wait:0.000000
3,91:0,91,no_addition,False,0.625,0.0,0.5,0.0,0.625,0.0,0.0,0.0,1.0,0.0,0.35086857358249224,0.5025706490777337,0.2828989028082604,0.13555949477546203,wait:0.000000
3,92:0,92,no_addition,False,0.8,0.0,0.6,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.5336859411228719,0.592691111826333,0.23307035337358772,0.17644030047125855,wait:0.000000
3,99:0,99,no_addition,False,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.545919754635573,0.3762047328798433,0.32801517338061686,0.2986910420499687,wait:0.000000
3,100:0,100,no_addition,False,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.6669641560585482,0.4944104064721361,0.29685669472214676,0.15244964840173358,wait:0.644024
3,101:0,101,no_addition,False,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,5.0,0.0,0.5810976055605849,0.3882687215850596,0.3072729448710695,0.21017157870428096,wait:0.561111
3,102:0,102,no_addition,False,0.8,0.0,0.4,0.0,0.8,0.0,0.0,0.0,2.0,0.0,0.6513672192398829,0.34011089000283523,0.23985665450696353,0.2798511655072161,wait:0.000000
3,103:0,103,no_addition,False,0.8571428571428571,0.0,0.2857142857142857,0.0,0.8571428571428571,0.0,0.0,0.0,4.0,0.0,0.4345318844840096,0.352142200466893,0.3071780557516381,0.2065438493999356,wait:0.419586
3,104:0,104,no_addition,False,0.6,0.0,0.2,0.0,0.6,0.0,0.0,0.0,2.0,0.0,0.43052911169727703,0.3562376600093899,0.3090012310026812,0.21542227056588995,wait:0.000000
