time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,first_submissions,first_d_count,first_e_count,first_both_count,first_d_share,first_e_share,first_both_share,rolling_domestic_users,rolling_customer_users,scenario,seed
0,24,6,6,3,3,0,24,6,18,0,3,3,0,0,0,3,0,0,6,24,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,base,0
1,0,8,8,5,3,0,24,14,10,0,8,8,0,0,0,6,0,0,14,24,3,3,8,5,3,0,0.625,0.375,0.0,8.0,6.0,base,0
2,0,6,6,5,1,0,24,19,4,1,13,10,3,3,0,6,0,0,20,24,8,6,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,13.0,7.0,base,0
3,0,4,4,4,1,1,20,15,0,5,11,9,2,2,3,4,4,4,24,24,13,7,4,3,1,0,0.75,0.25,0.0,17.0,8.0,base,0
4,0,0,0,1,2,3,19,10,0,9,6,5,1,1,1,4,1,5,24,24,14,5,0,0,0,0,,,,18.0,10.0,base,0
5,0,0,0,1,2,3,17,8,0,9,4,2,2,2,1,4,2,7,24,24,10,4,0,0,0,0,,,,19.0,12.0,base,0
6,17,2,2,0,3,1,32,6,15,11,1,1,0,0,2,5,2,9,26,41,6,5,2,0,2,0,0.0,1.0,0.0,16.0,12.0,base,0
7,0,6,6,5,2,1,32,10,9,13,5,5,0,0,0,5,0,9,32,41,2,7,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,16.0,11.0,base,0
8,0,3,3,2,1,0,31,10,6,15,7,7,0,0,0,3,1,10,35,41,6,7,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,13.0,11.0,base,0
9,0,4,4,1,4,1,31,11,2,18,5,3,2,2,0,6,0,10,39,41,7,6,4,0,4,0,0.0,1.0,0.0,10.0,14.0,base,0
10,0,0,0,0,2,2,29,9,2,18,2,1,1,1,2,7,2,12,39,41,8,7,0,0,0,0,,,,9.0,14.0,base,0
11,0,0,0,0,0,0,28,2,2,24,0,0,0,0,1,2,1,13,39,41,3,7,0,0,0,0,,,,8.0,12.0,base,0
12,19,3,3,5,1,3,47,7,18,22,5,5,0,0,0,2,0,13,42,60,1,6,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,13.0,10.0,base,0
13,0,6,6,4,2,0,46,12,12,22,9,9,0,0,0,3,1,14,48,60,5,3,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,12.0,10.0,base,0
14,0,4,4,2,2,0,46,13,8,25,9,6,3,3,0,4,0,14,52,60,9,3,4,2,2,0,0.5,0.5,0.0,12.0,11.0,base,0
15,0,5,5,5,0,0,43,12,3,28,9,7,2,2,3,3,3,17,57,60,11,5,5,5,0,0,1.0,0.0,0.0,16.0,7.0,base,0
16,0,0,0,1,0,1,41,9,3,29,8,6,2,2,2,1,2,19,57,60,11,4,0,0,0,0,,,,17.0,5.0,base,0
17,0,1,1,3,0,2,38,8,2,28,8,4,4,4,2,0,3,22,58,60,8,2,1,1,0,0,1.0,0.0,0.0,20.0,5.0,base,0
18,18,1,1,2,1,2,52,7,19,26,6,5,1,1,4,1,4,26,59,78,9,0,1,1,0,0,1.0,0.0,0.0,17.0,5.0,base,0
19,0,5,5,4,1,0,51,8,14,29,6,6,0,0,1,2,1,27,64,78,6,1,5,4,1,0,0.8,0.2,0.0,17.0,4.0,base,0
20,0,1,1,2,0,1,51,9,13,29,7,6,1,1,0,2,0,27,65,78,9,2,1,1,0,0,1.0,0.0,0.0,17.0,2.0,base,0
21,0,7,7,6,2,1,50,12,6,32,10,8,2,2,1,2,1,28,72,78,8,2,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,18.0,4.0,base,0
22,0,0,0,0,1,1,48,10,6,32,7,6,1,1,2,3,2,30,72,78,12,3,0,0,0,0,,,,17.0,5.0,base,0
23,0,1,1,1,0,0,47,8,5,34,6,1,5,5,1,2,1,31,73,78,8,3,1,1,0,0,1.0,0.0,0.0,15.0,5.0,base,0
24,19,5,5,5,1,1,60,8,19,33,6,6,0,0,5,2,6,37,78,97,7,3,5,4,1,0,0.8,0.2,0.0,18.0,5.0,base,0
25,0,4,4,3,1,0,60,10,15,35,8,8,0,0,0,2,0,37,82,97,6,2,4,3,1,0,0.75,0.25,0.0,17.0,5.0,base,0
26,0,8,8,6,3,0,60,16,7,37,13,9,4,4,0,4,0,37,90,97,9,2,8,5,2,1,0.625,0.25,0.125,21.0,8.0,base,0
27,0,5,5,1,4,0,57,16,2,39,9,7,2,2,3,8,3,40,95,97,14,5,5,1,4,0,0.2,0.8,0.0,16.0,10.0,base,0
28,0,0,0,2,0,2,55,9,2,44,4,3,1,1,2,5,2,42,95,97,10,8,0,0,0,0,,,,18.0,9.0,base,0
29,0,0,0,0,0,0,54,4,2,48,2,2,0,0,0,2,1,43,95,97,9,7,0,0,0,0,,,,17.0,9.0,base,0
30,14,4,4,6,0,2,66,8,12,46,8,6,2,2,0,0,2,45,99,111,3,4,4,4,0,0,1.0,0.0,0.0,18.0,8.0,base,0
31,0,2,2,2,1,1,64,9,10,45,8,8,0,0,2,1,2,47,101,111,8,0,2,2,0,0,1.0,0.0,0.0,17.0,8.0,base,0
32,0,5,5,2,3,0,64,9,5,50,5,4,1,1,0,4,0,47,106,111,8,1,5,2,3,0,0.4,0.6,0.0,13.0,8.0,base,0
33,0,2,2,1,4,3,63,13,3,47,5,3,2,2,1,8,1,48,108,111,10,4,2,0,2,0,0.0,1.0,0.0,13.0,8.0,base,0
34,0,0,0,0,1,1,61,7,3,51,1,1,0,0,2,6,2,50,108,111,5,8,0,0,0,0,,,,11.0,9.0,base,0
35,0,0,0,4,0,4,60,4,3,53,4,4,0,0,0,0,1,51,108,111,3,8,0,0,0,0,,,,15.0,9.0,base,0
36,20,5,5,3,4,2,80,11,18,51,7,7,0,0,0,4,0,51,113,131,5,5,5,2,3,0,0.4,0.6,0.0,12.0,13.0,base,0
37,0,3,3,2,1,0,80,12,15,53,7,5,2,2,0,5,0,51,116,131,7,5,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,12.0,13.0,base,0
38,0,3,3,0,3,0,78,7,12,59,3,2,1,1,2,4,2,53,119,131,9,5,3,0,3,0,0.0,1.0,0.0,10.0,13.0,base,0
39,0,8,8,6,5,2,77,13,4,60,6,6,0,0,1,8,1,54,127,131,5,8,8,4,3,1,0.5,0.375,0.125,15.0,14.0,base,0
40,0,0,0,0,1,1,77,12,4,61,6,6,0,0,0,7,0,54,127,131,8,9,0,0,0,0,,,,15.0,14.0,base,0
41,0,0,0,1,0,1,77,7,4,66,4,1,3,3,0,3,0,54,127,131,6,9,0,0,0,0,,,,12.0,14.0,base,0
42,23,6,6,6,4,4,96,12,21,63,7,7,0,0,3,5,4,58,133,154,7,6,6,3,3,0,0.5,0.5,0.0,15.0,14.0,base,0
43,0,5,5,4,1,0,95,16,16,63,11,10,1,1,0,5,1,59,138,154,7,5,5,4,1,0,0.8,0.2,0.0,17.0,14.0,base,0
44,0,7,7,4,3,0,94,19,9,66,12,8,4,4,1,7,1,60,145,154,11,5,7,4,3,0,0.5714285714285714,0.42857142857142855,0.0,21.0,14.0,base,0
45,0,6,6,5,3,2,88,16,3,69,9,9,0,0,4,7,6,66,151,154,14,8,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,20.0,12.0,base,0
46,0,0,0,2,0,2,87,16,3,68,11,7,4,4,0,5,1,67,151,154,13,7,0,0,0,0,,,,22.0,11.0,base,0
47,0,0,0,0,2,2,83,7,3,73,3,2,1,1,3,4,4,71,151,154,11,6,0,0,0,0,,,,21.0,13.0,base,0
48,0,0,0,2,0,2,80,5,3,72,3,2,1,1,1,2,3,74,151,154,7,5,0,0,0,0,,,,17.0,9.0,base,0
49,0,0,0,0,0,0,79,4,3,72,2,2,0,0,1,2,1,75,151,154,4,2,0,0,0,0,,,,13.0,8.0,base,0
50,0,0,0,0,0,0,77,1,3,73,1,0,1,1,0,0,2,77,151,154,2,2,0,0,0,0,,,,9.0,5.0,base,0
51,0,0,0,0,0,0,77,0,3,74,0,0,0,0,0,0,0,77,151,154,2,0,0,0,0,0,,,,4.0,2.0,base,0
52,0,0,0,0,0,0,77,0,3,74,0,0,0,0,0,0,0,77,151,154,0,0,0,0,0,0,,,,2.0,2.0,base,0
53,0,0,0,0,0,0,77,0,3,74,0,0,0,0,0,0,0,77,151,154,0,0,0,0,0,0,,,,2.0,0.0,base,0
54,0,0,0,0,0,0,77,0,3,74,0,0,0,0,0,0,0,77,151,154,0,0,0,0,0,0,,,,0.0,0.0,base,0
55,0,0,0,0,0,0,77,0,3,74,0,0,0,0,0,0,0,77,151,154,0,0,0,0,0,0,,,,0.0,0.0,base,0
56,0,0,0,1,0,1,77,1,3,73,1,1,0,0,0,0,0,77,151,154,0,0,0,0,0,0,,,,1.0,0.0,base,0
57,0,0,0,0,1,1,77,2,3,72,1,1,0,0,0,1,0,77,151,154,1,0,0,0,0,0,,,,1.0,1.0,base,0
58,0,0,0,1,0,1,77,3,3,71,2,1,1,1,0,1,0,77,151,154,1,1,0,0,0,0,,,,2.0,1.0,base,0
59,0,0,0,0,0,0,76,1,3,72,1,1,0,0,1,0,1,78,151,154,2,1,0,0,0,0,,,,2.0,1.0,base,0
60,0,0,0,1,2,3,76,4,3,69,2,1,1,1,0,2,0,78,151,154,1,1,0,0,0,0,,,,3.0,3.0,base,0
61,0,0,0,0,0,0,75,3,3,69,1,1,0,0,1,2,1,79,151,154,2,2,0,0,0,0,,,,3.0,3.0,base,0
62,0,0,0,0,0,0,75,2,3,70,0,0,0,0,0,2,0,79,151,154,1,2,0,0,0,0,,,,2.0,3.0,base,0
63,0,0,0,0,0,0,74,0,3,71,0,0,0,0,0,0,1,80,151,154,1,2,0,0,0,0,,,,2.0,2.0,base,0
64,0,0,0,1,2,3,74,3,3,68,1,1,0,0,0,2,0,80,151,154,0,0,0,0,0,0,,,,2.0,4.0,base,0
65,0,0,0,0,1,1,74,4,3,67,1,1,0,0,0,3,0,80,151,154,1,2,0,0,0,0,,,,2.0,5.0,base,0
0,24,6,6,3,3,0,24,6,18,0,3,3,0,0,0,3,0,0,6,24,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,no_social,0
1,0,8,8,5,3,0,24,14,10,0,8,8,0,0,0,6,0,0,14,24,3,3,8,5,3,0,0.625,0.375,0.0,8.0,6.0,no_social,0
2,0,5,5,4,1,0,24,18,5,1,12,9,3,3,0,6,0,0,19,24,8,6,5,4,1,0,0.8,0.2,0.0,12.0,7.0,no_social,0
3,0,4,4,4,1,1,20,14,1,5,10,8,2,2,3,4,4,4,23,24,12,7,4,3,1,0,0.75,0.25,0.0,16.0,8.0,no_social,0
4,0,0,0,1,2,3,19,10,1,8,6,5,1,1,1,4,1,5,23,24,13,5,0,0,0,0,,,,17.0,10.0,no_social,0
5,0,0,0,1,2,3,17,8,1,8,4,2,2,2,1,4,2,7,23,24,9,4,0,0,0,0,,,,18.0,12.0,no_social,0
6,17,2,2,0,2,0,32,6,16,10,1,1,0,0,2,5,2,9,25,41,6,5,2,0,2,0,0.0,1.0,0.0,15.0,11.0,no_social,0
7,0,6,6,4,2,0,32,9,10,13,4,4,0,0,0,5,0,9,31,41,2,6,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,14.0,10.0,no_social,0
8,0,4,4,3,1,0,31,10,6,15,7,7,0,0,0,3,1,10,35,41,5,6,4,3,1,0,0.75,0.25,0.0,13.0,10.0,no_social,0
9,0,3,3,2,3,2,31,12,3,16,7,5,2,2,0,5,0,10,38,41,7,5,3,0,3,0,0.0,1.0,0.0,11.0,12.0,no_social,0
10,0,0,0,0,2,2,29,9,3,17,3,2,1,1,2,6,2,12,38,41,9,6,0,0,0,0,,,,10.0,12.0,no_social,0
11,0,0,0,0,1,1,28,3,3,22,0,0,0,0,1,3,1,13,38,41,5,6,0,0,0,0,,,,9.0,11.0,no_social,0
12,19,3,3,4,1,2,47,7,19,21,4,4,0,0,0,3,0,13,41,60,2,6,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,13.0,10.0,no_social,0
13,0,6,6,4,2,0,46,12,13,21,8,8,0,0,0,4,1,14,47,60,4,4,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,13.0,10.0,no_social,0
14,0,4,4,2,3,0,45,12,9,24,8,6,2,2,0,5,1,15,51,60,8,4,4,1,2,1,0.25,0.5,0.25,12.0,12.0,no_social,0
15,0,4,4,5,0,1,43,12,5,26,9,7,2,2,2,4,2,17,55,60,10,6,4,4,0,0,1.0,0.0,0.0,15.0,9.0,no_social,0
16,0,0,0,1,1,2,40,10,5,25,8,6,2,2,2,2,3,20,55,60,11,5,0,0,0,0,,,,16.0,8.0,no_social,0
17,0,0,0,0,0,0,37,5,5,27,4,1,3,3,2,1,3,23,55,60,8,4,0,0,0,0,,,,16.0,7.0,no_social,0
18,18,2,2,2,1,1,52,4,21,27,3,2,1,1,3,1,3,26,57,78,6,1,2,2,0,0,1.0,0.0,0.0,14.0,7.0,no_social,0
19,0,6,6,4,2,0,51,9,15,27,6,6,0,0,1,3,1,27,63,78,3,2,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,14.0,7.0,no_social,0
20,0,0,0,0,0,0,51,8,15,28,5,4,1,1,0,3,0,27,63,78,6,3,0,0,0,0,,,,12.0,4.0,no_social,0
21,0,7,7,6,1,0,50,11,8,31,9,6,3,3,1,2,1,28,70,78,6,3,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,13.0,5.0,no_social,0
22,0,0,0,0,1,1,46,8,8,30,6,6,0,0,3,2,4,32,70,78,10,3,0,0,0,0,,,,12.0,5.0,no_social,0
23,0,0,0,0,0,0,46,7,8,31,5,0,5,5,0,2,0,32,70,78,6,2,0,0,0,0,,,,12.0,5.0,no_social,0
24,19,4,4,2,2,0,59,5,23,31,2,2,0,0,5,3,6,38,74,97,6,2,4,2,2,0,0.5,0.5,0.0,12.0,6.0,no_social,0
25,0,3,3,2,1,0,59,7,20,32,4,4,0,0,0,3,0,38,77,97,2,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,10.0,5.0,no_social,0
26,0,5,5,4,1,0,59,10,15,34,8,6,2,2,0,2,0,38,82,97,4,3,5,4,1,0,0.8,0.2,0.0,14.0,6.0,no_social,0
27,0,5,5,2,3,0,57,13,10,34,8,6,2,2,2,5,2,40,87,97,8,4,5,2,3,0,0.4,0.6,0.0,10.0,8.0,no_social,0
28,0,0,0,0,0,0,55,7,10,38,3,2,1,1,2,4,2,42,87,97,8,5,0,0,0,0,,,,10.0,7.0,no_social,0
29,0,0,0,0,1,1,54,2,10,42,0,0,0,0,0,2,1,43,87,97,6,4,0,0,0,0,,,,10.0,8.0,no_social,0
30,14,4,4,4,3,3,67,8,20,39,4,4,0,0,0,4,1,44,91,111,2,4,4,3,1,0,0.75,0.25,0.0,12.0,9.0,no_social,0
31,0,2,2,2,0,0,67,9,18,40,6,6,0,0,0,3,0,44,93,111,4,4,2,2,0,0,1.0,0.0,0.0,12.0,8.0,no_social,0
32,0,5,5,3,2,0,67,10,13,44,6,5,1,1,0,4,0,44,98,111,6,4,5,3,2,0,0.6,0.4,0.0,11.0,9.0,no_social,0
33,0,2,2,0,2,0,65,9,11,45,5,3,2,2,1,4,2,46,100,111,9,5,2,0,2,0,0.0,1.0,0.0,9.0,8.0,no_social,0
34,0,0,0,1,0,1,63,4,11,48,1,1,0,0,2,3,2,48,100,111,5,4,0,0,0,0,,,,10.0,8.0,no_social,0
35,0,0,0,1,2,3,62,4,11,47,2,2,0,0,0,2,1,49,100,111,4,4,0,0,0,0,,,,11.0,9.0,no_social,0
36,20,5,5,5,2,2,82,11,26,45,7,6,1,1,0,4,0,49,105,131,2,4,5,3,2,0,0.6,0.4,0.0,12.0,8.0,no_social,0
37,0,3,3,2,1,0,81,11,23,47,7,7,0,0,1,4,1,50,108,131,7,4,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,12.0,9.0,no_social,0
38,0,3,3,1,2,0,81,9,20,52,6,3,3,3,0,3,0,50,111,131,8,5,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,9.0,no_social,0
39,0,8,8,7,4,2,78,13,12,53,8,8,0,0,3,6,3,53,119,131,8,5,8,5,2,1,0.625,0.25,0.125,17.0,11.0,no_social,0
40,0,0,0,0,1,1,78,12,12,54,8,7,1,1,0,5,0,53,119,131,10,7,0,0,0,0,,,,16.0,12.0,no_social,0
41,0,0,0,1,0,1,77,7,12,58,4,2,2,2,1,3,1,54,119,131,8,7,0,0,0,0,,,,16.0,10.0,no_social,0
42,23,6,6,3,5,2,97,11,29,57,5,4,1,1,2,6,3,57,125,154,8,5,6,3,3,0,0.5,0.5,0.0,14.0,13.0,no_social,0
43,0,7,7,5,2,0,95,16,22,57,9,8,1,1,1,7,2,59,132,154,5,6,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,17.0,14.0,no_social,0
44,0,5,5,2,3,0,94,17,17,60,9,7,2,2,1,8,1,60,137,154,9,7,5,2,3,0,0.4,0.6,0.0,18.0,15.0,no_social,0
45,0,5,5,3,3,1,90,13,12,65,6,5,1,1,2,7,4,64,142,154,10,10,5,3,2,0,0.6,0.4,0.0,14.0,14.0,no_social,0
46,0,0,0,1,0,1,88,10,12,66,6,4,2,2,1,4,2,66,142,154,10,8,0,0,0,0,,,,15.0,13.0,no_social,0
47,0,0,0,1,0,1,86,5,12,69,3,2,1,1,1,2,2,68,142,154,6,6,0,0,0,0,,,,15.0,13.0,no_social,0
48,0,0,0,1,0,1,83,2,12,69,2,2,0,0,1,0,3,71,142,154,5,3,0,0,0,0,,,,13.0,8.0,no_social,0
49,0,0,0,0,0,0,83,1,12,70,1,1,0,0,0,0,0,71,142,154,3,0,0,0,0,0,,,,8.0,6.0,no_social,0
50,0,0,0,0,0,0,83,1,12,70,1,0,1,1,0,0,0,71,142,154,2,0,0,0,0,0,,,,6.0,3.0,no_social,0
51,0,0,0,0,0,0,82,0,12,70,0,0,0,0,1,0,1,72,142,154,1,0,0,0,0,0,,,,3.0,0.0,no_social,0
52,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,2.0,0.0,no_social,0
53,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,1.0,0.0,no_social,0
54,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
55,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
56,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
57,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
58,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
59,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
60,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
61,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
62,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
63,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
64,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
65,0,0,0,0,0,0,82,0,12,70,0,0,0,0,0,0,0,72,142,154,0,0,0,0,0,0,,,,0.0,0.0,no_social,0
0,24,6,6,3,3,0,24,6,18,0,3,3,0,0,0,3,0,0,6,24,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,no_outcomes,0
1,0,8,8,5,3,0,24,14,10,0,8,8,0,0,0,6,0,0,14,24,3,3,8,5,3,0,0.625,0.375,0.0,8.0,6.0,no_outcomes,0
2,0,6,6,5,1,0,24,19,4,1,13,10,3,3,0,6,0,0,20,24,8,6,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,13.0,7.0,no_outcomes,0
3,0,4,4,4,1,1,20,15,0,5,11,9,2,2,3,4,4,4,24,24,13,7,4,3,1,0,0.75,0.25,0.0,17.0,8.0,no_outcomes,0
4,0,0,0,1,2,3,19,10,0,9,6,5,1,1,1,4,1,5,24,24,14,5,0,0,0,0,,,,18.0,10.0,no_outcomes,0
5,0,0,0,1,2,3,17,8,0,9,4,2,2,2,1,4,2,7,24,24,10,4,0,0,0,0,,,,19.0,12.0,no_outcomes,0
6,17,2,2,0,2,0,32,6,15,11,1,1,0,0,2,5,2,9,26,41,6,5,2,0,2,0,0.0,1.0,0.0,16.0,11.0,no_outcomes,0
7,0,6,6,4,2,0,32,9,9,14,4,4,0,0,0,5,0,9,32,41,2,6,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,15.0,10.0,no_outcomes,0
8,0,4,4,3,1,0,31,10,5,16,7,7,0,0,0,3,1,10,36,41,5,6,4,3,1,0,0.75,0.25,0.0,13.0,10.0,no_outcomes,0
9,0,4,4,3,3,2,31,13,1,17,8,6,2,2,0,5,0,10,40,41,7,5,4,1,3,0,0.25,0.75,0.0,12.0,12.0,no_outcomes,0
10,0,0,0,0,2,2,29,10,1,18,4,3,1,1,2,6,2,12,40,41,10,6,0,0,0,0,,,,11.0,12.0,no_outcomes,0
11,0,0,0,0,1,1,28,4,1,23,1,0,1,1,1,3,1,13,40,41,6,6,0,0,0,0,,,,10.0,11.0,no_outcomes,0
12,19,3,3,4,1,2,46,7,17,22,4,4,0,0,1,3,1,14,43,60,3,6,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,14.0,10.0,no_outcomes,0
13,0,6,6,4,2,0,45,12,11,22,8,8,0,0,0,4,1,15,49,60,4,4,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,14.0,10.0,no_outcomes,0
14,0,4,4,2,3,0,44,12,7,25,8,6,2,2,0,5,1,16,53,60,8,4,4,1,2,1,0.25,0.5,0.25,13.0,12.0,no_outcomes,0
15,0,4,4,5,0,1,42,12,3,27,9,7,2,2,2,4,2,18,57,60,10,6,4,4,0,0,1.0,0.0,0.0,15.0,9.0,no_outcomes,0
16,0,1,1,2,1,2,39,11,2,26,9,7,2,2,2,2,3,21,58,60,11,5,1,1,0,0,1.0,0.0,0.0,17.0,8.0,no_outcomes,0
17,0,0,0,0,0,0,36,6,2,28,5,2,3,3,2,1,3,24,58,60,9,4,0,0,0,0,,,,17.0,7.0,no_outcomes,0
18,18,2,2,2,1,1,51,4,18,29,3,2,1,1,3,1,3,27,60,78,7,1,2,2,0,0,1.0,0.0,0.0,15.0,7.0,no_outcomes,0
19,0,6,6,4,2,0,50,9,12,29,6,6,0,0,1,3,1,28,66,78,4,2,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,15.0,7.0,no_outcomes,0
20,0,0,0,0,0,0,50,8,12,30,5,4,1,1,0,3,0,28,66,78,6,3,0,0,0,0,,,,13.0,4.0,no_outcomes,0
21,0,7,7,6,1,0,49,11,5,33,9,6,3,3,1,2,1,29,73,78,6,3,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,14.0,5.0,no_outcomes,0
22,0,0,0,0,1,1,45,8,5,32,6,6,0,0,3,2,4,33,73,78,10,3,0,0,0,0,,,,12.0,5.0,no_outcomes,0
23,0,0,0,0,0,0,45,7,5,33,5,0,5,5,0,2,0,33,73,78,6,2,0,0,0,0,,,,12.0,5.0,no_outcomes,0
24,19,4,4,2,2,0,58,5,20,33,2,2,0,0,5,3,6,39,77,97,6,2,4,2,2,0,0.5,0.5,0.0,12.0,6.0,no_outcomes,0
25,0,3,3,2,1,0,58,7,17,34,4,4,0,0,0,3,0,39,80,97,2,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,10.0,5.0,no_outcomes,0
26,0,5,5,4,1,0,58,10,12,36,8,6,2,2,0,2,0,39,85,97,4,3,5,4,1,0,0.8,0.2,0.0,14.0,6.0,no_outcomes,0
27,0,5,5,2,3,0,56,13,7,36,8,6,2,2,2,5,2,41,90,97,8,4,5,2,3,0,0.4,0.6,0.0,10.0,8.0,no_outcomes,0
28,0,0,0,0,0,0,54,7,7,40,3,2,1,1,2,4,2,43,90,97,8,5,0,0,0,0,,,,10.0,7.0,no_outcomes,0
29,0,0,0,0,1,1,53,2,7,44,0,0,0,0,0,2,1,44,90,97,6,4,0,0,0,0,,,,10.0,8.0,no_outcomes,0
30,14,4,4,4,3,3,66,8,17,41,4,4,0,0,0,4,1,45,94,111,2,4,4,3,1,0,0.75,0.25,0.0,12.0,9.0,no_outcomes,0
31,0,2,2,2,0,0,66,9,15,42,6,6,0,0,0,3,0,45,96,111,4,4,2,2,0,0,1.0,0.0,0.0,12.0,8.0,no_outcomes,0
32,0,5,5,3,2,0,66,10,10,46,6,5,1,1,0,4,0,45,101,111,6,4,5,3,2,0,0.6,0.4,0.0,11.0,9.0,no_outcomes,0
33,0,2,2,0,2,0,64,9,8,47,5,3,2,2,1,4,2,47,103,111,9,5,2,0,2,0,0.0,1.0,0.0,9.0,8.0,no_outcomes,0
34,0,0,0,1,0,1,62,4,8,50,1,1,0,0,2,3,2,49,103,111,5,4,0,0,0,0,,,,10.0,8.0,no_outcomes,0
35,0,0,0,1,2,3,61,4,8,49,2,2,0,0,0,2,1,50,103,111,4,4,0,0,0,0,,,,11.0,9.0,no_outcomes,0
36,20,5,5,5,2,2,81,11,23,47,7,6,1,1,0,4,0,50,108,131,2,4,5,3,2,0,0.6,0.4,0.0,12.0,8.0,no_outcomes,0
37,0,3,3,2,1,0,80,11,20,49,7,7,0,0,1,4,1,51,111,131,7,4,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,12.0,9.0,no_outcomes,0
38,0,3,3,1,2,0,80,9,17,54,6,3,3,3,0,3,0,51,114,131,8,5,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,9.0,no_outcomes,0
39,0,8,8,7,4,2,77,13,9,55,8,8,0,0,3,6,3,54,122,131,8,5,8,5,2,1,0.625,0.25,0.125,17.0,11.0,no_outcomes,0
40,0,0,0,0,1,1,77,12,9,56,8,7,1,1,0,5,0,54,122,131,10,7,0,0,0,0,,,,16.0,12.0,no_outcomes,0
41,0,0,0,1,0,1,76,7,9,60,4,2,2,2,1,3,1,55,122,131,8,7,0,0,0,0,,,,16.0,10.0,no_outcomes,0
42,23,6,6,3,5,2,96,11,26,59,5,4,1,1,2,6,3,58,128,154,8,5,6,3,3,0,0.5,0.5,0.0,14.0,13.0,no_outcomes,0
43,0,7,7,5,2,0,94,16,19,59,9,8,1,1,1,7,2,60,135,154,5,6,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,17.0,14.0,no_outcomes,0
44,0,5,5,2,3,0,93,17,14,62,9,7,2,2,1,8,1,61,140,154,9,7,5,2,3,0,0.4,0.6,0.0,18.0,15.0,no_outcomes,0
