time,mean_belief_d,mean_belief_e,arriving_belief_d,arriving_belief_e,scenario,seed
5,0.49432223875416587,0.48020459955799005,,,no_social,0
6,0.49432223875416587,0.48020459955799005,0.4537730294537323,0.5226028214853686,no_social,0
7,0.49432223875416587,0.48020459955799005,,,no_social,0
8,0.49432223875416587,0.48020459955799005,,,no_social,0
9,0.49432223875416587,0.48020459955799005,,,no_social,0
10,0.49432223875416587,0.48020459955799005,,,no_social,0
11,0.49432223875416587,0.48020459955799005,,,no_social,0
12,0.49432223875416587,0.48020459955799005,0.5134460367419756,0.4720870151754326,no_social,0
13,0.49432223875416587,0.48020459955799005,,,no_social,0
14,0.49432223875416587,0.48020459955799005,,,no_social,0
15,0.49432223875416587,0.48020459955799005,,,no_social,0
16,0.49432223875416587,0.48020459955799005,,,no_social,0
17,0.49432223875416587,0.48020459955799005,,,no_social,0
18,0.49432223875416587,0.48020459955799005,0.5149791642427637,0.492698541550032,no_social,0
19,0.49432223875416587,0.48020459955799005,,,no_social,0
20,0.49432223875416587,0.48020459955799005,,,no_social,0
21,0.49432223875416587,0.48020459955799005,,,no_social,0
22,0.49432223875416587,0.48020459955799005,,,no_social,0
23,0.49432223875416587,0.48020459955799005,,,no_social,0
24,0.49432223875416587,0.48020459955799005,0.4784061609981652,0.47433346128267256,no_social,0
25,0.49432223875416587,0.48020459955799005,,,no_social,0
26,0.49432223875416587,0.48020459955799005,,,no_social,0
27,0.49432223875416587,0.48020459955799005,,,no_social,0
28,0.49432223875416587,0.48020459955799005,,,no_social,0
29,0.49432223875416587,0.48020459955799005,,,no_social,0
30,0.49432223875416587,0.48020459955799005,0.519434560081616,0.43765945738637707,no_social,0
31,0.49432223875416587,0.48020459955799005,,,no_social,0
32,0.49432223875416587,0.48020459955799005,,,no_social,0
33,0.49432223875416587,0.48020459955799005,,,no_social,0
34,0.49432223875416587,0.48020459955799005,,,no_social,0
35,0.49432223875416587,0.48020459955799005,,,no_social,0
36,0.49432223875416587,0.48020459955799005,0.5692818750821348,0.5485793542738618,no_social,0
37,0.49432223875416587,0.48020459955799005,,,no_social,0
38,0.49432223875416587,0.48020459955799005,,,no_social,0
39,0.49432223875416587,0.48020459955799005,,,no_social,0
40,0.49432223875416587,0.48020459955799005,,,no_social,0
41,0.49432223875416587,0.48020459955799005,,,no_social,0
42,0.49432223875416587,0.48020459955799005,0.4986213542942227,0.48742852563099,no_social,0
43,0.49432223875416587,0.48020459955799005,,,no_social,0
44,0.49432223875416587,0.48020459955799005,,,no_social,0
45,0.49432223875416587,0.48020459955799005,,,no_social,0
46,0.49432223875416587,0.48020459955799005,,,no_social,0
47,0.49432223875416587,0.48020459955799005,,,no_social,0
48,0.49432223875416587,0.48020459955799005,,,no_social,0
49,0.49432223875416587,0.48020459955799005,,,no_social,0
50,0.49432223875416587,0.48020459955799005,,,no_social,0
51,0.49432223875416587,0.48020459955799005,,,no_social,0
52,0.49432223875416587,0.48020459955799005,,,no_social,0
53,0.49432223875416587,0.48020459955799005,,,no_social,0
54,0.49432223875416587,0.48020459955799005,,,no_social,0
55,0.49432223875416587,0.48020459955799005,,,no_social,0
56,0.49432223875416587,0.48020459955799005,,,no_social,0
57,0.49432223875416587,0.48020459955799005,,,no_social,0
58,0.49432223875416587,0.48020459955799005,,,no_social,0
59,0.49432223875416587,0.48020459955799005,,,no_social,0
60,0.49432223875416587,0.48020459955799005,,,no_social,0
61,0.49432223875416587,0.48020459955799005,,,no_social,0
62,0.49432223875416587,0.48020459955799005,,,no_social,0
63,0.49432223875416587,0.48020459955799005,,,no_social,0
64,0.49432223875416587,0.48020459955799005,,,no_social,0
65,0.49432223875416587,0.48020459955799005,,,no_social,0
0,0.49432223875416587,0.48020459955799005,0.49642848992237115,0.4862533664144058,no_outcomes,0
1,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
2,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
3,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
4,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
5,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
6,0.49432223875416587,0.48020459955799005,0.4537730294537323,0.5226028214853686,no_outcomes,0
7,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
8,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
9,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
10,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
11,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
12,0.49432223875416587,0.48020459955799005,0.5134460367419756,0.4720870151754326,no_outcomes,0
13,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
14,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
15,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
16,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
17,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
18,0.49432223875416587,0.48020459955799005,0.5149791642427637,0.492698541550032,no_outcomes,0
19,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
20,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
21,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
22,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
23,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
24,0.49432223875416587,0.48020459955799005,0.4784061609981652,0.47433346128267256,no_outcomes,0
25,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
26,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
27,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
28,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
29,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
30,0.49432223875416587,0.48020459955799005,0.519434560081616,0.43765945738637707,no_outcomes,0
31,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
32,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
33,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
34,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
35,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
36,0.49432223875416587,0.48020459955799005,0.5692818750821348,0.5485793542738618,no_outcomes,0
37,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
38,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
39,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
40,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
41,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
42,0.49432223875416587,0.48020459955799005,0.4986213542942227,0.48742852563099,no_outcomes,0
43,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
44,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
45,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
46,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
47,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
48,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
49,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
50,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
51,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
52,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
53,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
54,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
55,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
56,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
57,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
58,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
59,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
60,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
61,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
62,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
63,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
64,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
65,0.49432223875416587,0.48020459955799005,,,no_outcomes,0
0,0.49432223875416587,0.48020459955799005,0.49642848992237115,0.4862533664144058,no_actions,0
1,0.49432223875416587,0.48020459955799005,,,no_actions,0
2,0.49432223875416587,0.48020459955799005,,,no_actions,0
3,0.49432223875416587,0.47412369896782186,,,no_actions,0
4,0.4875962360496188,0.4739439483912786,,,no_actions,0
5,0.472256741945805,0.45828012074070995,,,no_actions,0
6,0.4686995899972068,0.45797000001429544,0.39562726475318577,0.4874904880031175,no_actions,0
7,0.47433146443364615,0.45254058318126034,,,no_actions,0
8,0.4690642434514086,0.43718747407731084,,,no_actions,0
9,0.4690642434514086,0.43663119421669105,,,no_actions,0
10,0.454929002170338,0.43175651950590016,,,no_actions,0
11,0.4610432577463374,0.4269477041303085,,,no_actions,0
12,0.4593283906751387,0.4041467836269718,0.45756774397483635,0.3593129347572672,no_actions,0
13,0.4593283906751387,0.40181688421749334,,,no_actions,0
14,0.4593283906751387,0.40670190272985257,,,no_actions,0
15,0.44563188332733056,0.404671576144386,,,no_actions,0
16,0.4555293150971844,0.3999597005894365,,,no_actions,0
17,0.46496590954380024,0.39517004547985995,,,no_actions,0
18,0.4734743142510089,0.4008716465674275,0.4667831107390881,0.4136311309218916,no_actions,0
19,0.4879142762952858,0.4008716465674275,,,no_actions,0
20,0.4818431296205395,0.4008716465674275,,,no_actions,0
21,0.4788732387064692,0.4042615214908904,,,no_actions,0
22,0.47373672512590076,0.39676454625001856,,,no_actions,0
23,0.48868509130989507,0.4079229117802893,,,no_actions,0
24,0.4862569012151957,0.40301736674579774,0.462873251732191,0.3969990004624699,no_actions,0
25,0.49992753740603035,0.4144451406376034,,,no_actions,0
26,0.5001022561619006,0.4190679580118216,,,no_actions,0
27,0.5001022561619006,0.41549732724182104,,,no_actions,0
28,0.5157968692991347,0.4191560009089449,,,no_actions,0
29,0.5040706835012271,0.4092018967978114,,,no_actions,0
30,0.49771717942847366,0.4242499092467445,0.4958036646925043,0.45504978590237316,no_actions,0
31,0.49771717942847366,0.44163132425711626,,,no_actions,0
32,0.5009513993794383,0.437751246617484,,,no_actions,0
33,0.49643096793511565,0.4400118601369879,,,no_actions,0
34,0.49183180939316695,0.44084343616760674,,,no_actions,0
35,0.48506198741238116,0.4376167952492133,,,no_actions,0
36,0.47886321001802656,0.4201503930549375,0.45623269450471315,0.5059638209482987,no_actions,0
37,0.46621322242040814,0.4201503930549375,,,no_actions,0
38,0.4722622889123115,0.4201503930549375,,,no_actions,0
39,0.48223018328508893,0.4027818172570124,,,no_actions,0
40,0.4905207773347518,0.40649043497723386,,,no_actions,0
41,0.48311574748488234,0.4002614675893071,,,no_actions,0
42,0.4748179248747822,0.38991278975078836,0.4783614091241248,0.3684386032124352,no_actions,0
43,0.4631407943001084,0.3790608254652309,,,no_actions,0
44,0.4772189288827697,0.38892097183615026,,,no_actions,0
45,0.4709952824932632,0.38644866519143406,,,no_actions,0
46,0.45831339988214254,0.395344614771192,,,no_actions,0
47,0.45864063603132726,0.41206762081958853,,,no_actions,0
48,0.4634613121988259,0.4054908196509649,,,no_actions,0
49,0.4722963359566594,0.39483483321123963,,,no_actions,0
50,0.47253310983177665,0.39483483321123963,,,no_actions,0
51,0.4840795964423665,0.4061633301787558,,,no_actions,0
52,0.4753718628447,0.41135238355956183,,,no_actions,0
53,0.47416535810068583,0.419613375094001,,,no_actions,0
54,0.47416535810068583,0.43128683419042724,,,no_actions,0
55,0.47774552707507234,0.43128683419042724,,,no_actions,0
56,0.4797398810156447,0.43128683419042724,,,no_actions,0
57,0.474913125610911,0.44955103429346494,,,no_actions,0
58,0.47753097982093173,0.4531347308785752,,,no_actions,0
59,0.4801162582939281,0.46053836488265104,,,no_actions,0
60,0.5040529654930103,0.47184297684766385,,,no_actions,0
61,0.49429518679399015,0.47890620397734884,,,no_actions,0
62,0.48678467821331256,0.4720732236127138,,,no_actions,0
63,0.4895332500594949,0.4847422352215899,,,no_actions,0
64,0.49919795828602986,0.4801866408004442,,,no_actions,0
65,0.504958671573778,0.47696788819857183,,,no_actions,0
0,0.49432223875416587,0.48020459955799005,0.49642848992237115,0.4862533664144058,network_ws,0
1,0.49432223875416587,0.48020459955799005,,,network_ws,0
2,0.49432223875416587,0.48020459955799005,,,network_ws,0
3,0.49432223875416587,0.47347697583575254,,,network_ws,0
4,0.4935726010618839,0.4656350529085091,,,network_ws,0
5,0.4737443031875402,0.4518464336822985,,,network_ws,0
6,0.4711000768386968,0.45181764677431163,0.4117809769607863,0.46579449576701976,network_ws,0
7,0.47145975177479993,0.4467988612741669,,,network_ws,0
8,0.46515567350630954,0.4347936112217207,,,network_ws,0
9,0.46515567350630954,0.43666860177027933,,,network_ws,0
10,0.45594294441854333,0.43211693658080935,,,network_ws,0
11,0.4547173797053702,0.4273584526846136,,,network_ws,0
12,0.46498705906525145,0.41199378010771687,0.46316883312086515,0.39511655106714416,network_ws,0
13,0.46498705906525145,0.4047421379043854,,,network_ws,0
14,0.4693645485147461,0.4113396485333247,,,network_ws,0
15,0.4637002931837671,0.40341755004770363,,,network_ws,0
16,0.46585575573513593,0.40341755004770363,,,network_ws,0
17,0.48071215033739156,0.4036801253566428,,,network_ws,0
18,0.4814858711022983,0.4120983491912117,0.4677840438478796,0.4460372826719056,network_ws,0
19,0.48805415233329086,0.4120983491912117,,,network_ws,0
20,0.48805415233329086,0.4120983491912117,,,network_ws,0
21,0.475383884653638,0.414743634093338,,,network_ws,0
22,0.48001043644943847,0.41078974370444155,,,network_ws,0
23,0.49642164362979957,0.431681952414883,,,network_ws,0
24,0.4944730839803554,0.43171872653799465,0.41183699782944844,0.42388425424258713,network_ws,0
25,0.5126666215413408,0.44507395568736097,,,network_ws,0
26,0.5129855539509096,0.45596398833262747,,,network_ws,0
27,0.5170952602312362,0.45587097795979686,,,network_ws,0
28,0.5251520581222221,0.4610293192232323,,,network_ws,0
29,0.5266940751663839,0.4692011805294047,,,network_ws,0
30,0.5085970280368686,0.488681991731895,0.4194881197531011,0.46776391461108613,network_ws,0
31,0.5048391609547949,0.4919706412897915,,,network_ws,0
32,0.4896850151285638,0.48120080445907676,,,network_ws,0
33,0.47933556500116786,0.48133883978834435,,,network_ws,0
34,0.48907599472699587,0.4600024550268162,,,network_ws,0
35,0.4792640952209977,0.44971504956285246,,,network_ws,0
36,0.4729965637235867,0.42798316597957076,0.5128821980117955,0.48421592462300034,network_ws,0
37,0.4520419503234934,0.42798316597957076,,,network_ws,0
38,0.4507012803839835,0.4258660953157241,,,network_ws,0
39,0.4540897104490212,0.4089926157989122,,,network_ws,0
40,0.44905629400988695,0.4094752640268845,,,network_ws,0
41,0.4448911373798766,0.39371989269412916,,,network_ws,0
42,0.44175617230355707,0.37995811338494934,0.4512008036324614,0.3766550853743929,network_ws,0
43,0.43390102943431424,0.3728491967852746,,,network_ws,0
44,0.4386156431270733,0.37888693119092903,,,network_ws,0
45,0.43318549416752056,0.3722763474475463,,,network_ws,0
46,0.43711559105411185,0.37860013062505843,,,network_ws,0
47,0.43864249082718015,0.3831538116767306,,,network_ws,0
48,0.447634502879578,0.3899573390490774,,,network_ws,0
49,0.4576271119037264,0.38691440130624677,,,network_ws,0
50,0.4650770103127568,0.3881059687213864,,,network_ws,0
51,0.4786186928859854,0.3949737841407279,,,network_ws,0
52,0.4702125600801507,0.4038068260206121,,,network_ws,0
53,0.46311770983576184,0.4151839124584674,,,network_ws,0
54,0.46348609467244944,0.42578638228182975,,,network_ws,0
55,0.47352853953282026,0.42578638228182975,,,network_ws,0
56,0.47164250745848013,0.4300952743330683,,,network_ws,0
57,0.4790939493703744,0.45955035024418067,,,network_ws,0
58,0.4782593935241299,0.4613947493163149,,,network_ws,0
59,0.4782593935241299,0.47272122532954924,,,network_ws,0
60,0.48715623200271124,0.4976630616776246,,,network_ws,0
61,0.47342554013462673,0.5094450136977605,,,network_ws,0
62,0.47342554013462673,0.5013975269014321,,,network_ws,0
63,0.4758485535404346,0.5132769140410436,,,network_ws,0
64,0.471643002792283,0.5066669992179057,,,network_ws,0
65,0.46762323122213434,0.5016331884678117,,,network_ws,0
0,0.49432223875416587,0.48020459955799005,0.49642848992237115,0.4862533664144058,network_ba,0
1,0.49432223875416587,0.48020459955799005,,,network_ba,0
2,0.49432223875416587,0.48020459955799005,,,network_ba,0
3,0.49432223875416587,0.4755562644585749,,,network_ba,0
4,0.495295804609993,0.47795041081996137,,,network_ba,0
5,0.4832031484049914,0.4663356276626841,,,network_ba,0
6,0.4780521833726971,0.4657434157636396,0.45456843779597683,0.4838993279976387,network_ba,0
7,0.485314281074031,0.46162763142363517,,,network_ba,0
8,0.4796588941900132,0.4528101839576422,,,network_ba,0
9,0.4796588941900132,0.45346916832237316,,,network_ba,0
10,0.4731233295364309,0.44945393906618347,,,network_ba,0
11,0.45984952585875455,0.45118944029974795,,,network_ba,0
12,0.466644089922617,0.4326916412341768,0.5023859530625385,0.43469090832578716,network_ba,0
13,0.466644089922617,0.4326916412341768,,,network_ba,0
14,0.466644089922617,0.4290476926839771,,,network_ba,0
15,0.4502618999790542,0.4253568634345587,,,network_ba,0
16,0.47365839713630997,0.4229036025218921,,,network_ba,0
17,0.48266946288058904,0.41467116535607407,,,network_ba,0
18,0.4929014663965526,0.42202670042393914,0.5669601779756612,0.4699500916301209,network_ba,0
19,0.5002875612517648,0.42202670042393914,,,network_ba,0
20,0.5012080256954244,0.42202670042393914,,,network_ba,0
21,0.49993414046570783,0.4214579724715053,,,network_ba,0
22,0.5019821493847758,0.41409245639672737,,,network_ba,0
23,0.513354162878254,0.42541360863889915,,,network_ba,0
24,0.5158896417358084,0.42571626824342534,0.5301340070605491,0.43910548835698004,network_ba,0
25,0.5278449548557268,0.4316716620297863,,,network_ba,0
26,0.5311531614248751,0.4354796357874701,,,network_ba,0
27,0.5311531614248751,0.43283654958118317,,,network_ba,0
28,0.5404981266310447,0.43357693981918455,,,network_ba,0
29,0.5416855804293736,0.42636520357432944,,,network_ba,0
30,0.5178561525005118,0.4463079279718431,0.5361154663463584,0.44832121108920503,network_ba,0
31,0.5178561525005118,0.4503983425875673,,,network_ba,0
32,0.5139307322085644,0.4537279410909046,,,network_ba,0
33,0.5082170093391448,0.4589607906784973,,,network_ba,0
34,0.4943555014021424,0.45590665442347145,,,network_ba,0
35,0.4747199997475788,0.463843905650481,,,network_ba,0
36,0.46539902473237155,0.4307350842337243,0.504057821176451,0.45926921646696545,network_ba,0
37,0.4564495469739082,0.4307350842337243,,,network_ba,0
38,0.4529620573207199,0.4236503814600695,,,network_ba,0
39,0.447534446963477,0.41267706995640185,,,network_ba,0
40,0.447739312787122,0.41408256774267793,,,network_ba,0
41,0.44226711924783313,0.4073755786796534,,,network_ba,0
42,0.4341167219856193,0.40373306322223335,0.44758368809624666,0.39414453158789664,network_ba,0
43,0.42049586588003846,0.4040728934670113,,,network_ba,0
44,0.42457757582075595,0.40496685182724895,,,network_ba,0
45,0.4225370065921967,0.4046896255624176,,,network_ba,0
46,0.41284715339688144,0.44651823373133925,,,network_ba,0
47,0.4216184444240384,0.4462366500666603,,,network_ba,0
48,0.4341589743463328,0.4395429469479389,,,network_ba,0
49,0.44891271890160694,0.4360795235333334,,,network_ba,0
50,0.45079073440285683,0.43937041109468183,,,network_ba,0
51,0.4697275851269509,0.4415820347283977,,,network_ba,0
52,0.4730771288812349,0.44916415620359373,,,network_ba,0
53,0.48425819749841853,0.4514992612596051,,,network_ba,0
54,0.4833017406314263,0.47602681705717514,,,network_ba,0
55,0.48096306823431595,0.47602681705717514,,,network_ba,0
56,0.4825276288368729,0.484138582148067,,,network_ba,0
57,0.49540250377744505,0.49977831627534625,,,network_ba,0
58,0.4941234542053812,0.50148879017851,,,network_ba,0
59,0.4941234542053812,0.5050214225852768,,,network_ba,0
60,0.5124455877275438,0.509910747624971,,,network_ba,0
61,0.49568769187869166,0.5084651180978736,,,network_ba,0
62,0.49794868306763856,0.5084651180978736,,,network_ba,0
63,0.4964487691959186,0.5104232968937615,,,network_ba,0
64,0.508021907987205,0.47500063163298095,,,network_ba,0
65,0.5054734604848399,0.4833892725305787,,,network_ba,0
0,0.49432223875416587,0.48020459955799005,0.49642848992237115,0.4862533664144058,domestic_tight,0
1,0.49432223875416587,0.48020459955799005,,,domestic_tight,0
2,0.49432223875416587,0.48020459955799005,,,domestic_tight,0
3,0.49432223875416587,0.47412369896782186,,,domestic_tight,0
4,0.4938522291763737,0.4739439483912786,,,domestic_tight,0
5,0.48856124925132544,0.45828012074070995,,,domestic_tight,0
6,0.4783020631149963,0.45797000001429544,0.4537730294537323,0.4874904880031175,domestic_tight,0
7,0.4783020631149963,0.45797000001429544,,,domestic_tight,0
8,0.46504359045345717,0.45797000001429544,,,domestic_tight,0
9,0.46504359045345717,0.44946317707030137,,,domestic_tight,0
10,0.47381501709650564,0.4622886320673629,,,domestic_tight,0
11,0.475688053922762,0.4636645165352932,,,domestic_tight,0
12,0.475688053922762,0.44420951383679497,0.5023852361658946,0.4022567713174368,domestic_tight,0
13,0.47536287283832374,0.43836044714081124,,,domestic_tight,0
14,0.47536287283832374,0.43836044714081124,,,domestic_tight,0
15,0.47777509910173055,0.4359711308946647,,,domestic_tight,0
16,0.4735917149911205,0.42678698963642175,,,domestic_tight,0
17,0.4735917149911205,0.42678698963642175,,,domestic_tight,0
18,0.4787716383103536,0.4282522284514597,0.5034836599576316,0.46547034210203925,domestic_tight,0
19,0.4721390379648229,0.4341169956120838,,,domestic_tight,0
20,0.4721390379648229,0.4341169956120838,,,domestic_tight,0
21,0.47256996991509426,0.4374794133186283,,,domestic_tight,0
22,0.4666973566853745,0.4244144035194123,,,domestic_tight,0
23,0.4696684015602772,0.42571201542526765,,,domestic_tight,0
24,0.48577195993396505,0.4269020095239701,0.4444165380945494,0.43133074012994427,domestic_tight,0
25,0.47623617744851476,0.4379084359976853,,,domestic_tight,0
26,0.4812254149731043,0.44334599448031387,,,domestic_tight,0
27,0.4768358362860396,0.4422254510073114,,,domestic_tight,0
28,0.46542596856025803,0.43103788043018704,,,domestic_tight,0
29,0.4587305910915711,0.4300568386134022,,,domestic_tight,0
30,0.45251111339132294,0.43702930765018483,0.4349560277461147,0.40058557736529254,domestic_tight,0
31,0.44353545616556517,0.4486697857595663,,,domestic_tight,0
32,0.44353545616556517,0.4423988127247676,,,domestic_tight,0
33,0.44322709876561933,0.4475079571908142,,,domestic_tight,0
34,0.44574222053186735,0.450581529020936,,,domestic_tight,0
35,0.4457349801828396,0.4397550985979135,,,domestic_tight,0
36,0.44061065485497675,0.4284489002296023,0.479703766257531,0.468101799338565,domestic_tight,0
37,0.4423476637736587,0.4203583096528159,,,domestic_tight,0
38,0.4460012791233397,0.4203583096528159,,,domestic_tight,0
39,0.44456894491628746,0.4107834687649022,,,domestic_tight,0
40,0.45531723784088396,0.41604541128195316,,,domestic_tight,0
41,0.45751613900836186,0.4128543660267334,,,domestic_tight,0
42,0.45105294537652296,0.40736036953506305,0.4670789294456477,0.39443182072465904,domestic_tight,0
43,0.45770018682904773,0.39347484298082824,,,domestic_tight,0
44,0.46287469549865395,0.3882061696550422,,,domestic_tight,0
45,0.4551548590314546,0.3904888748369577,,,domestic_tight,0
46,0.4590880793345625,0.3888471797767522,,,domestic_tight,0
47,0.46181762276206706,0.3808291272537491,,,domestic_tight,0
48,0.46742995133637827,0.3797496404307168,,,domestic_tight,0
49,0.4806935322368198,0.372953246925728,,,domestic_tight,0
50,0.4815490677908775,0.3722026883804811,,,domestic_tight,0
51,0.4827516886651749,0.37540190606335294,,,domestic_tight,0
52,0.4827516886651749,0.3745165223398852,,,domestic_tight,0
53,0.48641752016353285,0.3795556654695966,,,domestic_tight,0
54,0.4819668796529978,0.3843535023839772,,,domestic_tight,0
55,0.48593802823928023,0.383706394508787,,,domestic_tight,0
56,0.4886363501429439,0.383706394508787,,,domestic_tight,0
57,0.48810990797880166,0.39172382887642004,,,domestic_tight,0
58,0.4754375049937221,0.39473930091971543,,,domestic_tight,0
59,0.4730318759246258,0.4042674046098234,,,domestic_tight,0
60,0.476000542015912,0.41152404083042066,,,domestic_tight,0
61,0.48154562808175344,0.4134091886653095,,,domestic_tight,0
62,0.4823920115788898,0.4196846910354338,,,domestic_tight,0
63,0.48758386401325354,0.4227293285781188,,,domestic_tight,0
64,0.48350090659333084,0.422761799552731,,,domestic_tight,0
65,0.4852136834739574,0.4378257737334844,,,domestic_tight,0
0,0.49432223875416587,0.48020459955799005,0.49642848992237115,0.4862533664144058,customer_tight,0
1,0.49432223875416587,0.48020459955799005,,,customer_tight,0
2,0.49432223875416587,0.48020459955799005,,,customer_tight,0
3,0.49432223875416587,0.47412369896782186,,,customer_tight,0
4,0.4875962360496188,0.4739439483912786,,,customer_tight,0
5,0.4675045033534647,0.45828012074070995,,,customer_tight,0
6,0.4639473514048665,0.45797000001429544,0.3868161467013016,0.4874904880031175,customer_tight,0
7,0.47433146443364615,0.45254058318126034,,,customer_tight,0
8,0.4690642434514086,0.43718747407731084,,,customer_tight,0
9,0.4690642434514086,0.43663119421669105,,,customer_tight,0
10,0.454929002170338,0.43175651950590016,,,customer_tight,0
11,0.4610432577463374,0.4269477041303085,,,customer_tight,0
12,0.4593283906751387,0.4041467836269718,0.45756774397483635,0.3593129347572672,customer_tight,0
13,0.4593283906751387,0.40181688421749334,,,customer_tight,0
14,0.4593283906751387,0.40670190272985257,,,customer_tight,0
15,0.44563188332733056,0.404671576144386,,,customer_tight,0
16,0.4555293150971844,0.3999597005894365,,,customer_tight,0
17,0.46496590954380024,0.39517004547985995,,,customer_tight,0
18,0.4734743142510089,0.4008716465674275,0.4667831107390881,0.4136311309218916,customer_tight,0
19,0.4879142762952858,0.4008716465674275,,,customer_tight,0
20,0.4818431296205395,0.4008716465674275,,,customer_tight,0
21,0.4788732387064692,0.4042615214908904,,,customer_tight,0
22,0.47373672512590076,0.39676454625001856,,,customer_tight,0
23,0.49179247056788455,0.4079229117802893,,,customer_tight,0
24,0.4922669586356052,0.40301736674579774,0.462873251732191,0.3969990004624699,customer_tight,0
25,0.5028929564439415,0.4144451406376034,,,customer_tight,0
26,0.5030898850672872,0.4190679580118216,,,customer_tight,0
27,0.4976824936663463,0.41549732724182104,,,customer_tight,0
28,0.5137407438462678,0.4191560009089449,,,customer_tight,0
29,0.4992218344572809,0.4092018967978114,,,customer_tight,0
30,0.4929718301724567,0.4242499092467445,0.4931631933416344,0.45504978590237316,customer_tight,0
31,0.4929718301724567,0.44163132425711626,,,customer_tight,0
32,0.4993725924886421,0.437751246617484,,,customer_tight,0
33,0.49183811450655823,0.4400118601369879,,,customer_tight,0
34,0.48710075127942426,0.4456849121025101,,,customer_tight,0
35,0.48070229698987277,0.44228249631714234,,,customer_tight,0
36,0.4698779277614656,0.42532680516424326,0.45410285648649246,0.516978726162556,customer_tight,0
37,0.4575317283786523,0.4201503930549375,,,customer_tight,0
38,0.4576169443427849,0.4201503930549375,,,customer_tight,0
39,0.46395604857641976,0.4069702660186742,,,customer_tight,0
40,0.464877255802091,0.4106788837388956,,,customer_tight,0
41,0.4614811217079861,0.4044499163509689,,,customer_tight,0
42,0.4552346012858647,0.38982143273726444,0.4202679229957096,0.3678276637414898,customer_tight,0
43,0.44973942906094094,0.38594490256322067,,,customer_tight,0
44,0.4535079650685984,0.39601338226747346,,,customer_tight,0
45,0.45254473845369436,0.3971569985247674,,,customer_tight,0
46,0.4466206909714604,0.403472067621065,,,customer_tight,0
47,0.4519613309931421,0.4198437589693493,,,customer_tight,0
48,0.4509827429830154,0.41890577377549715,,,customer_tight,0
49,0.457410551007138,0.4143014274737784,,,customer_tight,0
50,0.45455390154790126,0.4143014274737784,,,customer_tight,0
51,0.47102042990361,0.4240474685011049,,,customer_tight,0
52,0.4591134974349908,0.4240474685011049,,,customer_tight,0
