time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,first_submissions,first_d_count,first_e_count,first_both_count,first_d_share,first_e_share,first_both_share,rolling_domestic_users,rolling_customer_users,scenario,seed
45,0,5,5,3,3,1,89,13,9,67,6,5,1,1,2,7,4,65,145,154,10,10,5,3,2,0,0.6,0.4,0.0,14.0,14.0,no_outcomes,0
46,0,0,0,2,0,2,87,11,9,67,7,5,2,2,1,4,2,67,145,154,10,8,0,0,0,0,,,,16.0,13.0,no_outcomes,0
47,0,0,0,1,0,1,85,6,9,70,4,3,1,1,1,2,2,69,145,154,7,6,0,0,0,0,,,,16.0,13.0,no_outcomes,0
48,0,0,0,1,0,1,82,2,9,71,2,2,0,0,1,0,3,72,145,154,6,3,0,0,0,0,,,,14.0,8.0,no_outcomes,0
49,0,0,0,0,0,0,82,1,9,72,1,1,0,0,0,0,0,72,145,154,4,0,0,0,0,0,,,,9.0,6.0,no_outcomes,0
50,0,0,0,0,0,0,82,1,9,72,1,0,1,1,0,0,0,72,145,154,2,0,0,0,0,0,,,,7.0,3.0,no_outcomes,0
51,0,0,0,0,0,0,81,0,9,72,0,0,0,0,1,0,1,73,145,154,1,0,0,0,0,0,,,,4.0,0.0,no_outcomes,0
52,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,2.0,0.0,no_outcomes,0
53,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,1.0,0.0,no_outcomes,0
54,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
55,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
56,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
57,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
58,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
59,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
60,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
61,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
62,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
63,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
64,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
65,0,0,0,0,0,0,81,0,9,72,0,0,0,0,0,0,0,73,145,154,0,0,0,0,0,0,,,,0.0,0.0,no_outcomes,0
0,24,6,6,3,3,0,24,6,18,0,3,3,0,0,0,3,0,0,6,24,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,no_actions,0
1,0,8,8,5,3,0,24,14,10,0,8,8,0,0,0,6,0,0,14,24,3,3,8,5,3,0,0.625,0.375,0.0,8.0,6.0,no_actions,0
2,0,5,5,4,1,0,24,18,5,1,12,9,3,3,0,6,0,0,19,24,8,6,5,4,1,0,0.8,0.2,0.0,12.0,7.0,no_actions,0
3,0,4,4,4,1,1,20,14,1,5,10,8,2,2,3,4,4,4,23,24,12,7,4,3,1,0,0.75,0.25,0.0,16.0,8.0,no_actions,0
4,0,1,1,2,2,3,19,11,0,8,7,6,1,1,1,4,1,5,24,24,13,5,1,1,0,0,1.0,0.0,0.0,18.0,10.0,no_actions,0
5,0,0,0,1,2,3,17,9,0,8,5,3,2,2,1,4,2,7,24,24,10,4,0,0,0,0,,,,19.0,12.0,no_actions,0
6,17,2,2,0,3,1,32,6,15,11,1,1,0,0,2,5,2,9,26,41,7,5,2,0,2,0,0.0,1.0,0.0,16.0,12.0,no_actions,0
7,0,6,6,5,2,1,32,10,9,13,5,5,0,0,0,5,0,9,32,41,3,7,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,16.0,11.0,no_actions,0
8,0,3,3,2,1,0,31,10,6,15,7,7,0,0,0,3,1,10,35,41,6,7,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,14.0,11.0,no_actions,0
9,0,4,4,1,4,1,31,11,2,18,5,3,2,2,0,6,0,10,39,41,7,6,4,0,4,0,0.0,1.0,0.0,11.0,14.0,no_actions,0
10,0,0,0,0,2,2,29,9,2,18,2,1,1,1,2,7,2,12,39,41,8,7,0,0,0,0,,,,9.0,14.0,no_actions,0
11,0,0,0,0,0,0,28,2,2,24,0,0,0,0,1,2,1,13,39,41,3,7,0,0,0,0,,,,8.0,12.0,no_actions,0
12,19,3,3,5,1,3,47,7,18,22,5,5,0,0,0,2,0,13,42,60,1,6,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,13.0,10.0,no_actions,0
13,0,6,6,4,2,0,46,12,12,22,9,9,0,0,0,3,1,14,48,60,5,3,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,12.0,10.0,no_actions,0
14,0,4,4,2,2,0,46,13,8,25,9,6,3,3,0,4,0,14,52,60,9,3,4,2,2,0,0.5,0.5,0.0,12.0,11.0,no_actions,0
15,0,5,5,5,0,0,43,12,3,28,9,7,2,2,3,3,3,17,57,60,11,5,5,5,0,0,1.0,0.0,0.0,16.0,7.0,no_actions,0
16,0,0,0,1,0,1,41,9,3,29,8,6,2,2,2,1,2,19,57,60,11,4,0,0,0,0,,,,17.0,5.0,no_actions,0
17,0,1,1,3,0,2,38,8,2,28,8,4,4,4,2,0,3,22,58,60,8,2,1,1,0,0,1.0,0.0,0.0,20.0,5.0,no_actions,0
18,18,1,1,2,1,2,52,7,19,26,6,5,1,1,4,1,4,26,59,78,9,0,1,1,0,0,1.0,0.0,0.0,17.0,5.0,no_actions,0
19,0,5,5,4,1,0,51,8,14,29,6,6,0,0,1,2,1,27,64,78,6,1,5,4,1,0,0.8,0.2,0.0,17.0,4.0,no_actions,0
20,0,1,1,1,0,0,51,8,13,30,6,5,1,1,0,2,0,27,65,78,9,2,1,1,0,0,1.0,0.0,0.0,16.0,2.0,no_actions,0
21,0,7,7,6,2,1,50,11,6,33,9,7,2,2,1,2,1,28,72,78,7,2,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,17.0,4.0,no_actions,0
22,0,0,0,0,1,1,48,9,6,33,6,6,0,0,2,3,2,30,72,78,11,3,0,0,0,0,,,,16.0,5.0,no_actions,0
23,0,1,1,1,0,0,48,8,5,35,6,1,5,5,0,2,0,30,73,78,7,3,1,1,0,0,1.0,0.0,0.0,14.0,5.0,no_actions,0
24,19,5,5,4,1,0,61,7,19,35,5,5,0,0,5,2,6,36,78,97,7,3,5,4,1,0,0.8,0.2,0.0,16.0,5.0,no_actions,0
25,0,4,4,3,1,0,61,9,15,37,7,7,0,0,0,2,0,36,82,97,5,2,4,3,1,0,0.75,0.25,0.0,15.0,5.0,no_actions,0
26,0,7,7,5,3,0,61,15,8,38,12,8,4,4,0,4,0,36,89,97,8,2,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,19.0,8.0,no_actions,0
27,0,5,5,1,4,0,58,15,3,40,8,6,2,2,3,8,3,39,94,97,12,5,5,1,4,0,0.2,0.8,0.0,14.0,10.0,no_actions,0
28,0,0,0,2,0,2,56,9,3,44,4,3,1,1,2,5,2,41,94,97,9,8,0,0,0,0,,,,16.0,9.0,no_actions,0
29,0,1,1,1,0,0,55,5,2,48,3,3,0,0,0,2,1,42,95,97,8,7,1,1,0,0,1.0,0.0,0.0,16.0,9.0,no_actions,0
30,14,4,4,5,1,2,67,9,12,46,8,6,2,2,0,1,2,44,99,111,4,4,4,3,1,0,0.75,0.25,0.0,17.0,9.0,no_actions,0
31,0,2,2,2,1,1,65,9,10,46,7,7,0,0,2,2,2,46,101,111,8,1,2,2,0,0,1.0,0.0,0.0,16.0,9.0,no_actions,0
32,0,5,5,2,3,0,65,10,5,50,5,4,1,1,0,5,0,46,106,111,8,2,5,2,3,0,0.4,0.6,0.0,13.0,9.0,no_actions,0
33,0,2,2,0,3,1,64,11,3,50,4,2,2,2,1,7,1,47,108,111,9,5,2,0,2,0,0.0,1.0,0.0,12.0,8.0,no_actions,0
34,0,0,0,1,1,2,62,6,3,53,1,1,0,0,2,5,2,49,108,111,4,7,0,0,0,0,,,,11.0,9.0,no_actions,0
35,0,0,0,4,0,4,61,5,3,53,5,5,0,0,0,0,1,50,108,111,3,7,0,0,0,0,,,,14.0,9.0,no_actions,0
36,20,5,5,2,5,2,81,12,18,51,7,6,1,1,0,5,0,50,113,131,5,4,5,1,4,0,0.2,0.8,0.0,11.0,13.0,no_actions,0
37,0,3,3,2,1,0,80,12,15,53,6,4,2,2,1,6,1,51,116,131,7,6,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,11.0,13.0,no_actions,0
38,0,3,3,1,3,1,78,8,12,58,4,3,1,1,2,4,2,53,119,131,8,6,3,0,3,0,0.0,1.0,0.0,10.0,13.0,no_actions,0
39,0,8,8,8,3,2,77,14,4,59,9,9,0,0,1,6,1,54,127,131,5,9,8,5,2,1,0.625,0.25,0.125,18.0,13.0,no_actions,0
40,0,0,0,0,1,1,77,12,4,61,8,8,0,0,0,5,0,54,127,131,11,7,0,0,0,0,,,,17.0,13.0,no_actions,0
41,0,0,0,1,0,1,77,7,4,66,5,3,2,2,0,2,0,54,127,131,9,7,0,0,0,0,,,,14.0,13.0,no_actions,0
42,23,6,6,6,4,4,98,14,21,63,9,7,2,2,2,5,2,56,133,154,9,4,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,18.0,12.0,no_actions,0
43,0,5,5,4,1,0,95,16,16,63,11,10,1,1,2,5,3,59,138,154,9,5,5,4,1,0,0.8,0.2,0.0,20.0,12.0,no_actions,0
44,0,7,7,5,2,0,94,17,9,68,12,9,3,3,1,5,1,60,145,154,11,5,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,24.0,11.0,no_actions,0
45,0,5,5,5,3,3,89,16,4,69,10,10,0,0,3,6,5,65,150,154,15,7,5,5,0,0,1.0,0.0,0.0,21.0,11.0,no_actions,0
46,0,0,0,1,0,1,88,14,4,70,10,6,4,4,0,4,1,66,150,154,14,6,0,0,0,0,,,,22.0,10.0,no_actions,0
47,0,0,0,0,2,2,85,7,4,74,3,1,2,2,3,4,3,69,150,154,11,5,0,0,0,0,,,,21.0,12.0,no_actions,0
48,0,0,0,2,0,2,82,5,4,73,3,2,1,1,2,2,3,72,150,154,6,5,0,0,0,0,,,,17.0,8.0,no_actions,0
49,0,0,0,0,0,0,81,4,4,73,2,2,0,0,1,2,1,73,150,154,3,2,0,0,0,0,,,,13.0,7.0,no_actions,0
50,0,0,0,0,0,0,79,1,4,74,1,0,1,1,0,0,2,75,150,154,2,2,0,0,0,0,,,,8.0,5.0,no_actions,0
51,0,1,1,1,0,0,79,1,3,75,1,1,0,0,0,0,0,75,151,154,2,0,1,1,0,0,1.0,0.0,0.0,4.0,2.0,no_actions,0
52,0,0,0,0,0,0,79,1,3,75,1,1,0,0,0,0,0,75,151,154,1,0,0,0,0,0,,,,3.0,2.0,no_actions,0
53,0,0,0,0,0,0,79,1,3,75,1,0,1,1,0,0,0,75,151,154,1,0,0,0,0,0,,,,3.0,0.0,no_actions,0
54,0,0,0,0,0,0,78,0,3,75,0,0,0,0,1,0,1,76,151,154,1,0,0,0,0,0,,,,1.0,0.0,no_actions,0
55,0,0,0,0,0,0,78,0,3,75,0,0,0,0,0,0,0,76,151,154,0,0,0,0,0,0,,,,1.0,0.0,no_actions,0
56,0,0,0,1,0,1,78,1,3,74,1,1,0,0,0,0,0,76,151,154,0,0,0,0,0,0,,,,2.0,0.0,no_actions,0
57,0,0,0,0,1,1,78,2,3,73,1,1,0,0,0,1,0,76,151,154,1,0,0,0,0,0,,,,1.0,1.0,no_actions,0
58,0,0,0,1,0,1,78,3,3,72,2,1,1,1,0,1,0,76,151,154,1,1,0,0,0,0,,,,2.0,1.0,no_actions,0
59,0,0,0,0,0,0,77,1,3,73,1,1,0,0,1,0,1,77,151,154,2,1,0,0,0,0,,,,2.0,1.0,no_actions,0
60,0,0,0,1,1,2,77,3,3,71,2,1,1,1,0,1,0,77,151,154,1,1,0,0,0,0,,,,3.0,2.0,no_actions,0
61,0,0,0,0,0,0,76,2,3,71,1,1,0,0,1,1,1,78,151,154,2,1,0,0,0,0,,,,3.0,2.0,no_actions,0
62,0,0,0,0,0,0,76,1,3,72,0,0,0,0,0,1,0,78,151,154,1,1,0,0,0,0,,,,2.0,2.0,no_actions,0
63,0,0,0,0,1,1,75,1,3,71,0,0,0,0,0,1,1,79,151,154,1,1,0,0,0,0,,,,2.0,2.0,no_actions,0
64,0,0,0,2,1,3,75,4,3,68,2,2,0,0,0,2,0,79,151,154,0,1,0,0,0,0,,,,3.0,3.0,no_actions,0
65,0,1,1,1,0,0,75,5,2,68,3,3,0,0,0,2,0,79,152,154,2,2,1,1,0,0,1.0,0.0,0.0,4.0,3.0,no_actions,0
0,24,6,6,3,3,0,24,6,18,0,3,3,0,0,0,3,0,0,6,24,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,network_ws,0
1,0,8,8,5,3,0,24,14,10,0,8,8,0,0,0,6,0,0,14,24,3,3,8,5,3,0,0.625,0.375,0.0,8.0,6.0,network_ws,0
2,0,5,5,4,1,0,24,18,5,1,12,9,3,3,0,6,0,0,19,24,8,6,5,4,1,0,0.8,0.2,0.0,12.0,7.0,network_ws,0
3,0,4,4,4,1,1,20,14,1,5,10,8,2,2,3,4,4,4,23,24,12,7,4,3,1,0,0.75,0.25,0.0,16.0,8.0,network_ws,0
4,0,0,0,2,2,4,19,11,1,7,7,6,1,1,1,4,1,5,23,24,13,5,0,0,0,0,,,,18.0,10.0,network_ws,0
5,0,0,0,1,2,3,17,9,1,7,5,3,2,2,1,4,2,7,23,24,10,4,0,0,0,0,,,,19.0,12.0,network_ws,0
6,17,2,2,0,2,0,32,6,16,10,1,1,0,0,2,5,2,9,25,41,7,5,2,0,2,0,0.0,1.0,0.0,16.0,11.0,network_ws,0
7,0,6,6,4,2,0,32,9,10,13,4,4,0,0,0,5,0,9,31,41,3,6,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,15.0,10.0,network_ws,0
8,0,4,4,4,0,0,31,10,6,15,8,8,0,0,0,2,1,10,35,41,5,6,4,4,0,0,1.0,0.0,0.0,15.0,9.0,network_ws,0
9,0,3,3,1,3,1,31,11,3,17,7,5,2,2,0,4,0,10,38,41,8,4,3,0,3,0,0.0,1.0,0.0,12.0,11.0,network_ws,0
10,0,0,0,1,2,3,29,9,3,17,4,2,2,2,2,5,2,12,38,41,9,5,0,0,0,0,,,,11.0,11.0,network_ws,0
11,0,0,0,0,0,0,27,3,3,21,1,1,0,0,2,2,2,14,38,41,6,5,0,0,0,0,,,,10.0,9.0,network_ws,0
12,19,4,4,3,1,0,46,6,18,22,4,3,1,1,0,2,0,14,42,60,2,5,4,3,1,0,0.75,0.25,0.0,13.0,8.0,network_ws,0
13,0,6,6,5,1,0,44,10,12,22,8,8,0,0,1,2,2,16,48,60,4,3,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,14.0,7.0,network_ws,0
14,0,4,4,3,2,0,44,12,8,24,10,8,2,2,0,3,0,16,52,60,8,2,4,2,1,1,0.5,0.25,0.25,13.0,9.0,network_ws,0
15,0,4,4,5,0,1,42,13,4,25,11,8,3,3,2,3,2,18,56,60,11,4,4,4,0,0,1.0,0.0,0.0,17.0,6.0,network_ws,0
16,0,0,0,1,0,1,38,10,4,24,9,6,3,3,3,1,4,22,56,60,13,3,0,0,0,0,,,,17.0,4.0,network_ws,0
17,0,1,1,3,0,2,34,7,3,24,7,4,3,3,3,0,4,26,57,60,9,2,1,1,0,0,1.0,0.0,0.0,20.0,4.0,network_ws,0
18,18,2,2,2,1,1,49,6,19,24,5,5,0,0,3,1,3,29,59,78,9,0,2,2,0,0,1.0,0.0,0.0,19.0,4.0,network_ws,0
19,0,4,4,2,3,0,49,10,15,24,7,4,3,3,0,4,0,29,63,78,6,1,4,1,2,1,0.25,0.5,0.25,16.0,6.0,network_ws,0
20,0,1,1,1,0,0,48,7,14,27,4,3,1,1,1,4,1,30,64,78,7,4,1,1,0,0,1.0,0.0,0.0,14.0,4.0,network_ws,0
21,0,7,7,6,1,0,47,11,7,29,9,7,2,2,1,3,1,31,71,78,5,4,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,15.0,5.0,network_ws,0
22,0,0,0,0,0,0,44,7,7,30,6,6,0,0,2,1,3,34,71,78,9,4,0,0,0,0,,,,14.0,5.0,network_ws,0
23,0,1,1,2,0,1,44,8,6,30,7,2,5,5,0,1,0,34,72,78,7,1,1,1,0,0,1.0,0.0,0.0,13.0,5.0,network_ws,0
24,19,2,2,2,2,2,57,6,23,28,4,4,0,0,5,2,6,40,74,97,8,1,2,2,0,0,1.0,0.0,0.0,13.0,6.0,network_ws,0
25,0,5,5,4,3,2,57,12,18,27,7,6,1,1,0,5,0,40,79,97,4,2,5,3,2,0,0.6,0.4,0.0,15.0,6.0,network_ws,0
26,0,5,5,4,1,0,56,15,13,28,10,8,2,2,1,5,1,41,84,97,8,5,5,4,1,0,0.8,0.2,0.0,18.0,7.0,network_ws,0
27,0,6,6,2,4,0,53,15,7,31,8,6,2,2,2,7,3,44,90,97,10,6,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,14.0,10.0,network_ws,0
28,0,1,1,1,1,1,50,10,6,34,4,3,1,1,2,6,3,47,91,97,10,8,1,1,0,0,1.0,0.0,0.0,15.0,11.0,network_ws,0
29,0,1,1,2,1,2,49,8,5,36,3,3,0,0,0,5,1,48,92,97,7,6,1,1,0,0,1.0,0.0,0.0,15.0,12.0,network_ws,0
30,14,6,6,7,5,6,61,14,13,34,8,8,0,0,0,6,2,50,98,111,5,6,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,20.0,15.0,network_ws,0
31,0,2,2,1,3,2,61,15,11,35,7,7,0,0,0,8,0,50,100,111,10,7,2,1,1,0,0.5,0.5,0.0,17.0,15.0,network_ws,0
32,0,5,5,2,3,0,61,15,6,40,5,3,2,2,0,10,0,50,105,111,10,9,5,2,3,0,0.4,0.6,0.0,15.0,17.0,network_ws,0
33,0,2,2,1,3,2,58,11,4,43,4,3,1,1,2,7,3,53,107,111,10,11,2,0,2,0,0.0,1.0,0.0,14.0,16.0,network_ws,0
34,0,1,1,4,0,3,57,10,3,44,5,5,0,0,1,5,1,54,108,111,4,9,1,1,0,0,1.0,0.0,0.0,17.0,15.0,network_ws,0
35,0,0,0,1,2,3,56,7,3,46,5,5,0,0,0,2,1,55,108,111,7,6,0,0,0,0,,,,16.0,16.0,network_ws,0
36,20,5,5,3,3,1,76,10,18,48,5,4,1,1,0,5,0,55,113,131,6,5,5,2,3,0,0.4,0.6,0.0,12.0,14.0,network_ws,0
37,0,3,3,2,1,0,75,10,15,50,5,5,0,0,1,5,1,56,116,131,8,5,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,13.0,12.0,network_ws,0
38,0,3,3,1,2,0,75,8,12,55,5,3,2,2,0,3,0,56,119,131,6,6,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,12.0,11.0,network_ws,0
39,0,8,8,6,5,3,73,14,4,55,7,7,0,0,2,7,2,58,127,131,6,6,8,4,4,0,0.5,0.5,0.0,17.0,13.0,network_ws,0
40,0,0,0,0,1,1,73,13,4,56,7,6,1,1,0,6,0,58,127,131,9,8,0,0,0,0,,,,13.0,14.0,network_ws,0
41,0,0,0,1,0,1,72,6,4,62,4,1,3,3,1,2,1,59,127,131,7,8,0,0,0,0,,,,13.0,12.0,network_ws,0
42,23,6,6,5,5,4,92,12,21,59,6,6,0,0,3,6,3,62,133,154,7,6,6,3,3,0,0.5,0.5,0.0,15.0,14.0,network_ws,0
43,0,7,7,6,2,1,91,19,14,58,12,11,1,1,0,7,1,63,140,154,6,6,7,5,2,0,0.7142857142857143,0.2857142857142857,0.0,19.0,15.0,network_ws,0
44,0,4,4,6,1,3,90,22,10,58,16,12,4,4,1,6,1,64,144,154,12,7,4,3,1,0,0.75,0.25,0.0,24.0,14.0,network_ws,0
45,0,3,3,3,1,1,84,14,7,63,11,9,2,2,4,3,6,70,147,154,17,8,3,3,0,0,1.0,0.0,0.0,21.0,10.0,network_ws,0
46,0,0,0,2,1,3,81,12,7,62,9,5,4,4,2,3,3,73,147,154,15,4,0,0,0,0,,,,23.0,10.0,network_ws,0
47,0,0,0,1,1,2,78,8,7,63,5,3,2,2,2,3,3,76,147,154,11,3,0,0,0,0,,,,23.0,11.0,network_ws,0
48,0,0,0,1,1,2,75,4,7,64,3,2,1,1,2,1,3,79,147,154,6,3,0,0,0,0,,,,19.0,7.0,network_ws,0
49,0,0,0,0,0,0,74,2,7,65,1,1,0,0,1,1,1,80,147,154,4,3,0,0,0,0,,,,13.0,5.0,network_ws,0
50,0,1,1,2,0,1,73,2,6,65,2,2,0,0,0,0,1,81,148,154,2,2,1,1,0,0,1.0,0.0,0.0,9.0,4.0,network_ws,0
51,0,1,1,1,0,0,73,3,5,65,3,3,0,0,0,0,0,81,149,154,3,1,1,1,0,0,1.0,0.0,0.0,7.0,3.0,network_ws,0
52,0,0,0,0,0,0,73,1,5,67,1,1,0,0,0,0,0,81,149,154,3,0,0,0,0,0,,,,5.0,2.0,network_ws,0
53,0,2,2,1,1,0,73,2,3,68,1,1,0,0,0,1,0,81,151,154,3,0,2,1,1,0,0.5,0.5,0.0,5.0,2.0,network_ws,0
54,0,0,0,0,0,0,73,2,3,68,1,1,0,0,0,1,0,81,151,154,2,1,0,0,0,0,,,,4.0,1.0,network_ws,0
55,0,0,0,0,0,0,73,1,3,69,0,0,0,0,0,1,0,81,151,154,1,1,0,0,0,0,,,,4.0,1.0,network_ws,0
56,0,0,0,0,0,0,72,0,3,69,0,0,0,0,0,0,1,82,151,154,1,1,0,0,0,0,,,,2.0,1.0,network_ws,0
57,0,0,0,0,1,1,72,1,3,68,0,0,0,0,0,1,0,82,151,154,0,0,0,0,0,0,,,,1.0,2.0,network_ws,0
58,0,0,0,0,0,0,72,1,3,68,0,0,0,0,0,1,0,82,151,154,0,1,0,0,0,0,,,,1.0,2.0,network_ws,0
59,0,0,0,0,0,0,72,1,3,68,0,0,0,0,0,1,0,82,151,154,0,1,0,0,0,0,,,,0.0,1.0,network_ws,0
60,0,0,0,0,0,0,71,0,3,68,0,0,0,0,0,0,1,83,151,154,0,1,0,0,0,0,,,,0.0,1.0,network_ws,0
61,0,0,0,0,1,1,71,1,3,67,0,0,0,0,0,1,0,83,151,154,0,0,0,0,0,0,,,,0.0,2.0,network_ws,0
62,0,0,0,0,0,0,71,1,3,67,0,0,0,0,0,1,0,83,151,154,0,1,0,0,0,0,,,,0.0,2.0,network_ws,0
63,0,0,0,0,0,0,71,0,3,68,0,0,0,0,0,0,0,83,151,154,0,1,0,0,0,0,,,,0.0,1.0,network_ws,0
64,0,0,0,0,0,0,71,0,3,68,0,0,0,0,0,0,0,83,151,154,0,1,0,0,0,0,,,,0.0,1.0,network_ws,0
65,0,0,0,0,0,0,71,0,3,68,0,0,0,0,0,0,0,83,151,154,0,0,0,0,0,0,,,,0.0,1.0,network_ws,0
0,24,6,6,3,3,0,24,6,18,0,3,3,0,0,0,3,0,0,6,24,0,0,6,3,3,0,0.5,0.5,0.0,3.0,3.0,network_ba,0
1,0,8,8,5,3,0,24,14,10,0,8,8,0,0,0,6,0,0,14,24,3,3,8,5,3,0,0.625,0.375,0.0,8.0,6.0,network_ba,0
2,0,5,5,4,1,0,24,18,5,1,12,9,3,3,0,6,0,0,19,24,8,6,5,4,1,0,0.8,0.2,0.0,12.0,7.0,network_ba,0
3,0,4,4,4,1,1,20,14,1,5,10,8,2,2,3,4,4,4,23,24,12,7,4,3,1,0,0.75,0.25,0.0,16.0,8.0,network_ba,0
4,0,0,0,1,2,3,19,10,1,8,6,5,1,1,1,4,1,5,23,24,13,5,0,0,0,0,,,,17.0,10.0,network_ba,0
5,0,0,0,1,2,3,17,8,1,8,4,2,2,2,1,4,2,7,23,24,9,4,0,0,0,0,,,,18.0,12.0,network_ba,0
6,17,2,2,0,2,0,32,6,16,10,1,1,0,0,2,5,2,9,25,41,6,5,2,0,2,0,0.0,1.0,0.0,15.0,11.0,network_ba,0
7,0,6,6,4,3,1,32,10,10,12,4,4,0,0,0,6,0,9,31,41,2,6,6,3,3,0,0.5,0.5,0.0,14.0,11.0,network_ba,0
8,0,4,4,3,1,0,31,11,6,14,7,7,0,0,0,4,1,10,35,41,5,7,4,3,1,0,0.75,0.25,0.0,13.0,11.0,network_ba,0
9,0,3,3,1,2,0,31,11,3,17,6,4,2,2,0,5,0,10,38,41,7,6,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,10.0,12.0,network_ba,0
10,0,0,0,0,1,1,28,6,3,19,2,1,1,1,2,4,3,13,38,41,8,6,0,0,0,0,,,,9.0,11.0,network_ba,0
11,0,0,0,0,2,2,27,3,3,21,0,0,0,0,1,3,1,14,38,41,4,4,0,0,0,0,,,,8.0,11.0,network_ba,0
12,19,4,4,7,2,5,46,12,18,16,7,7,0,0,0,5,0,14,42,60,1,5,4,3,1,0,0.75,0.25,0.0,15.0,11.0,network_ba,0
13,0,6,6,4,2,0,45,16,12,17,11,11,0,0,0,5,1,15,48,60,7,5,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,15.0,10.0,network_ba,0
14,0,4,4,2,3,0,44,14,8,22,10,7,3,3,0,5,1,16,52,60,11,6,4,1,2,1,0.25,0.5,0.25,14.0,12.0,network_ba,0
15,0,5,5,7,0,2,41,15,3,23,12,9,3,3,3,4,3,19,57,60,13,7,5,5,0,0,1.0,0.0,0.0,20.0,10.0,network_ba,0
16,0,0,0,2,0,2,37,11,3,23,10,8,2,2,3,1,4,23,57,60,14,5,0,0,0,0,,,,22.0,9.0,network_ba,0
17,0,1,1,1,0,0,34,6,2,26,6,3,3,3,2,0,3,26,58,60,11,3,1,1,0,0,1.0,0.0,0.0,23.0,7.0,network_ba,0
18,18,3,3,2,2,1,49,6,17,26,4,3,1,1,3,2,3,29,61,78,10,0,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,18.0,7.0,network_ba,0
19,0,5,5,3,2,0,48,10,12,26,6,5,1,1,1,4,1,30,66,78,5,2,5,3,2,0,0.6,0.4,0.0,17.0,7.0,network_ba,0
20,0,2,2,2,0,0,47,9,10,28,6,5,1,1,1,3,1,31,68,78,6,4,2,2,0,0,1.0,0.0,0.0,17.0,4.0,network_ba,0
21,0,7,7,6,1,0,46,12,3,31,10,8,2,2,1,2,1,32,75,78,7,4,7,6,1,0,0.8571428571428571,0.14285714285714285,0.0,16.0,5.0,network_ba,0
