time,case_id,employee,selected,material_known,social_d,social_e,pending_d,pending_e,recent_d,recent_e,success_d,success_e,failure_d,failure_e,p_d,p_e,cost_d,cost_e,utilities
0,16:0,16,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213353420972463,0.4285975895993561,0.25629501458010967,0.15847704527031264,wait:0.000000;e:0.227400
0,17:0,17,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819935126913222,0.6219505664093764,0.3244303667370665,0.25267729299700975,wait:0.000000;e:0.307280
0,19:0,19,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675188334364729,0.5162057409921902,0.17241596927380143,0.1886276062294675,wait:0.000000;e:0.276125
0,20:0,20,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5695092762977207,0.5427465433672397,0.1817366391800946,0.28158208675522445,wait:0.000000;e:0.207066
0,21:0,21,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46033345407654613,0.5030001784698175,0.31845408472093106,0.13368513847714175,wait:0.000000;e:0.319178
0,22:0,22,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4749099051021683,0.5569280552199158,0.13701835193288137,0.31727204813052184,wait:0.000000;e:0.184144
0,24:0,24,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6184423983588718,0.6066724922324889,0.33528526002009174,0.30297628547829025,wait:0.000000;e:0.243226
0,27:0,27,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6425893067107659,0.6642206064589002,0.20162091473025223,0.3026647252127962,wait:0.000000;e:0.295349
0,30:0,30,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5613152525564188,0.5468605757837747,0.13504818676139446,0.2438488954549115,wait:0.000000;e:0.248503
0,31:0,31,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589231730984955,0.6693227769320748,0.20287329459672546,0.1596477209505274,wait:0.000000;e:0.442960
0,35:0,35,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186148129675393,0.4293152502691804,0.14514719802488416,0.14111648756555878,wait:0.000000;e:0.245407
0,37:0,37,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6066398133866089,0.6532623452529932,0.3053925153722587,0.16203645934202765,wait:0.000000;e:0.426112
0,39:0,39,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37945770070522633,0.5325269746583201,0.1441159877114682,0.2581265639267173,wait:0.000000;e:0.221321
0,42:0,42,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31466259977595556,0.46424046267399166,0.2612702822458626,0.13539310923713369,wait:0.000000;e:0.282574
0,45:0,45,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327854347063235,0.527231276761715,0.31173994230001556,0.13645278940660277,wait:0.000000;e:0.338226
0,46:0,46,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41247147996441474,0.6846503611583785,0.23669126286736908,0.12787633965132716,wait:0.000000;e:0.488531
0,49:0,49,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49122202368757223,0.6335239383184403,0.26452808928726373,0.2916867458637035,wait:0.000000;e:0.278690
0,50:0,50,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33874716940086413,0.33618210824135253,0.2668029003034499,0.17448608897447615,wait:0.000000;e:0.128187
0,52:0,52,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6375190938505968,0.44969388573115077,0.3164568839572812,0.1921904181790267,wait:0.000000;e:0.212680
0,54:0,54,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3104973378290874,0.6254248988225772,0.32626372298888134,0.28028762715313327,wait:0.000000;e:0.282798
0,57:0,57,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674812585006399,0.6063002200099101,0.1419637555088372,0.14083652994445953,wait:0.000000;e:0.405030
0,58:0,58,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5698457129212575,0.5086375410968227,0.31770589102444186,0.16866236372747928,wait:0.000000;e:0.289276
0,59:0,59,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6502922637422113,0.5324985384558232,0.3003984701500516,0.3307652353400831,wait:0.000000;e:0.148656
0,60:0,60,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345134400782842,0.6524568073919632,0.2785878606586106,0.18337523916769824,wait:0.000000;e:0.404048
0,61:0,61,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35466418061386695,0.48525784679251094,0.25711426778410923,0.2818610144285211,wait:0.000000;e:0.155029
0,62:0,62,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6737425411252645,0.6467612254331299,0.24181440332422513,0.1305552901432641,wait:0.000000;e:0.451740
0,68:0,68,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43563756520764646,0.44181537895334455,0.33386905806066436,0.23628867274990734,wait:0.000000;e:0.161489
0,69:0,69,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5522842267235775,0.44811772559250074,0.1600034596194771,0.20616873348956766,wait:0.000000;e:0.197283
0,70:0,70,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6750418326056267,0.5181513925536889,0.2641027359048809,0.2119510011871475,wait:0.000000;e:0.254553
0,71:0,71,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5724433221045399,0.5798533147655999,0.1966434629438023,0.18891818549490788,wait:0.000000;e:0.333138
0,73:0,73,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35420682498105227,0.41671162276581564,0.12950524969704513,0.175636318859363,wait:0.000000;e:0.199539
0,75:0,75,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37309419698317375,0.5877112921467103,0.18562068362434606,0.1741724116481872,wait:0.000000;e:0.354958
0,76:0,76,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4107091825541645,0.380946265462487,0.3173583191853626,0.30206654641134223,wait:0.000000;e:0.040909
0,77:0,77,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557895980559207,0.5583678345059471,0.22680502196466576,0.27959005577356233,wait:0.000000;e:0.223122
0,78:0,78,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6149527470465616,0.34177155101478407,0.24966732629549443,0.3066099241424625,wait:0.000000;e:0.001095
0,79:0,79,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6054007144387883,0.3960929381760018,0.1495197563448102,0.1877320499694934,wait:0.000000;e:0.168880
0,82:0,82,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6786328395366878,0.4344487551468049,0.20059720904195832,0.12489908463220839,wait:0.000000;e:0.266246
0,83:0,83,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492496307348407,0.3732835456302558,0.33254471762931725,0.16566944905945366,wait:0.000000;e:0.170407
0,85:0,85,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6653815322741997,0.581425413119678,0.20909958497958275,0.18528397522787762,wait:0.000000;e:0.338188
0,88:0,88,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663316377708322,0.6852556576707169,0.12534868262092297,0.2075182675250232,wait:0.000000;e:0.409434
0,89:0,89,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6154086354683044,0.39401625161170495,0.2224815867294293,0.23257959950918858,wait:0.000000;e:0.122163
0,90:0,90,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4996088598221989,0.5715241011396108,0.17240748887006616,0.28313033415201594,wait:0.000000;e:0.231427
0,91:0,91,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35086857358249224,0.5025706490777337,0.2828989028082604,0.13555949477546203,wait:0.000000;e:0.316917
0,92:0,92,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336859411228719,0.592691111826333,0.23307035337358772,0.17644030047125855,wait:0.000000;e:0.357174
0,99:0,99,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545919754635573,0.3762047328798433,0.32801517338061686,0.2986910420499687,wait:0.000000;e:0.040015
0,100:0,100,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6669641560585482,0.4944104064721361,0.29685669472214676,0.15244964840173358,wait:0.000000;e:0.292680
0,101:0,101,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5810976055605849,0.3882687215850596,0.3072729448710695,0.21017157870428096,wait:0.000000;e:0.139396
0,102:0,102,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6513672192398829,0.34011089000283523,0.23985665450696353,0.2798511655072161,wait:0.000000;e:0.026359
0,103:0,103,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4345318844840096,0.352142200466893,0.3071780557516381,0.2065438493999356,wait:0.000000;e:0.110498
0,104:0,104,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43052911169727703,0.3562376600093899,0.3090012310026812,0.21542227056588995,wait:0.000000;e:0.105307
0,106:0,106,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5538869960114561,0.4442274283105875,0.2104074641932924,0.13244187247478853,wait:0.000000;e:0.267507
0,107:0,107,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101272085917143,0.4601514173244176,0.14296619323417872,0.16684617999669996,wait:0.000000;e:0.247439
0,108:0,108,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.662589369414454,0.6511030266015705,0.17469612445993973,0.26131271967635666,wait:0.000000;e:0.324891
0,111:0,111,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796869035044703,0.5398910016347154,0.14769215675894026,0.1264487992349216,wait:0.000000;e:0.359628
0,112:0,112,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6848930726439826,0.59978998914925,0.13900416307486582,0.15659519231590938,wait:0.000000;e:0.383410
0,113:0,113,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3188426505463827,0.658115326063435,0.2654550611848953,0.12446771722269334,wait:0.000000;e:0.468050
0,117:0,117,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262276374207189,0.34361268573099335,0.3344849565567116,0.23819627200325658,wait:0.000000;e:0.071167
0,118:0,118,e,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6919538127860572,0.3830988585693794,0.2827417513113183,0.14329343256005014,wait:0.000000;e:0.201620
3,0:0,0,no_addition,False,0.0,0.625,0.0,0.5,0.0,0.625,0.0,0.0,0.0,1.0,0.6349269699863758,0.6451027268427387,0.18958490503426,0.22661546330778407,wait:0.000000
3,1:0,1,no_addition,False,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.31965057114566797,0.4844682721528188,0.1488513635641699,0.14679214475775038,wait:0.467805
3,3:0,3,no_addition,False,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5716450067394354,0.5732683740141027,0.1462783090575714,0.31015610937621324,wait:0.553551
3,5:0,5,no_addition,False,0.0,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,4.0,0.4135202342858969,0.32661091932094677,0.20569328152057564,0.24818018118782073,wait:0.315377
3,6:0,6,no_addition,False,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5156081333859838,0.5837842973297609,0.29327281359351504,0.21978807068131717,wait:0.563705
3,7:0,7,no_addition,False,0.0,0.9,0.0,0.6,0.0,0.9,0.0,0.0,0.0,3.0,0.5695015022100782,0.6515767322733304,0.26058912305179804,0.17256510648651094,wait:0.629166
3,8:0,8,no_addition,False,0.0,0.4444444444444444,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,4.0,0.3722448780626667,0.3741609179318683,0.12450188797737873,0.268675858392624,wait:0.000000
3,10:0,10,no_addition,False,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,1.0,0.4788431740927177,0.6134157706741339,0.28122911727635297,0.2442347824143496,wait:0.592318
3,11:0,11,no_addition,False,0.0,0.5,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,2.0,0.607146533296191,0.43551963037785546,0.14380406096702578,0.1270522155553456,wait:0.420540
3,12:0,12,no_addition,False,0.0,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,1.0,0.6937817987812784,0.533729937316545,0.3039036571022257,0.2557276584561406,wait:0.000000
3,15:0,15,no_addition,False,0.0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.8571428571428571,0.0,0.0,0.0,2.0,0.5315402376273212,0.43827277049971713,0.15350122755625317,0.30298658066995987,wait:0.000000
3,16:0,16,no_addition,False,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.6213353420972463,0.4285975895993561,0.25629501458010967,0.15847704527031264,wait:0.413856
3,17:0,17,no_addition,False,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.4819935126913222,0.6219505664093764,0.3244303667370665,0.25267729299700975,wait:0.000000
3,19:0,19,no_addition,False,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.675188334364729,0.5162057409921902,0.17241596927380143,0.1886276062294675,wait:0.498451
3,20:0,20,no_addition,False,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5695092762977207,0.5427465433672397,0.1817366391800946,0.28158208675522445,wait:0.000000
3,21:0,21,no_addition,False,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.46033345407654613,0.5030001784698175,0.31845408472093106,0.13368513847714175,wait:0.485700
3,22:0,22,no_addition,False,0.0,0.8333333333333334,0.0,0.5,0.0,0.8333333333333334,0.0,0.0,0.0,2.0,0.4749099051021683,0.5569280552199158,0.13701835193288137,0.31727204813052184,wait:0.537773
3,24:0,24,no_addition,False,0.0,0.7142857142857143,0.0,0.42857142857142855,0.0,0.7142857142857143,0.0,0.0,0.0,2.0,0.6184423983588718,0.6066724922324889,0.33528526002009174,0.30297628547829025,wait:0.585806
3,27:0,27,no_addition,False,0.0,0.6,0.0,0.2,0.0,0.6,0.0,0.0,0.0,2.0,0.6425893067107659,0.6642206064589002,0.20162091473025223,0.3026647252127962,wait:0.641375
3,30:0,30,no_addition,False,0.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,0.0,5.0,0.5613152525564188,0.5468605757837747,0.13504818676139446,0.2438488954549115,wait:0.528052
3,31:0,31,no_addition,False,0.0,0.9,0.0,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.589231730984955,0.6693227769320748,0.20287329459672546,0.1596477209505274,wait:0.646302
3,35:0,35,no_addition,False,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,4.0,0.5186148129675393,0.4293152502691804,0.14514719802488416,0.14111648756555878,wait:0.414549
3,37:0,37,no_addition,False,0.0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.8571428571428571,0.0,0.0,0.0,4.0,0.6066398133866089,0.6532623452529932,0.3053925153722587,0.16203645934202765,wait:0.000000
3,39:0,39,no_addition,False,0.0,0.6363636363636364,0.0,0.45454545454545453,0.0,0.6363636363636364,0.0,0.0,0.0,2.0,0.37945770070522633,0.5325269746583201,0.1441159877114682,0.2581265639267173,wait:0.000000
3,42:0,42,no_addition,False,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,0.31466259977595556,0.46424046267399166,0.2612702822458626,0.13539310923713369,wait:0.000000
3,45:0,45,no_addition,False,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.6327854347063235,0.527231276761715,0.31173994230001556,0.13645278940660277,wait:0.000000
3,46:0,46,no_addition,False,0.0,0.7777777777777778,0.0,0.6666666666666666,0.0,0.7777777777777778,0.0,0.0,0.0,1.0,0.41247147996441474,0.6846503611583785,0.23669126286736908,0.12787633965132716,wait:0.000000
3,49:0,49,no_addition,False,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,2.0,0.49122202368757223,0.6335239383184403,0.26452808928726373,0.2916867458637035,wait:0.611734
3,50:0,50,no_addition,False,0.0,0.375,0.0,0.125,0.0,0.375,0.0,0.0,0.0,2.0,0.33874716940086413,0.33618210824135253,0.2668029003034499,0.17448608897447615,wait:0.324619
3,52:0,52,no_addition,False,0.0,0.625,0.0,0.375,0.0,0.625,0.0,0.0,0.0,2.0,0.6375190938505968,0.44969388573115077,0.3164568839572812,0.1921904181790267,wait:0.434227
3,54:0,54,no_addition,False,0.0,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,3.0,0.3104973378290874,0.6254248988225772,0.32626372298888134,0.28028762715313327,wait:0.000000
3,57:0,57,no_addition,False,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,1.0,0.3674812585006399,0.6063002200099101,0.1419637555088372,0.14083652994445953,wait:0.000000
3,58:0,58,no_addition,False,0.0,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.5698457129212575,0.5086375410968227,0.31770589102444186,0.16866236372747928,wait:0.000000
3,59:0,59,no_addition,False,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,2.0,0.6502922637422113,0.5324985384558232,0.3003984701500516,0.3307652353400831,wait:0.000000
3,60:0,60,no_addition,False,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5345134400782842,0.6524568073919632,0.2785878606586106,0.18337523916769824,wait:0.000000
3,61:0,61,no_addition,False,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.35466418061386695,0.48525784679251094,0.25711426778410923,0.2818610144285211,wait:0.468568
3,62:0,62,no_addition,False,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.6737425411252645,0.6467612254331299,0.24181440332422513,0.1305552901432641,wait:0.000000
3,68:0,68,no_addition,False,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,3.0,0.43563756520764646,0.44181537895334455,0.33386905806066436,0.23628867274990734,wait:0.426619
3,69:0,69,no_addition,False,0.0,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.5522842267235775,0.44811772559250074,0.1600034596194771,0.20616873348956766,wait:0.000000
3,70:0,70,no_addition,False,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0,2.0,0.6750418326056267,0.5181513925536889,0.2641027359048809,0.2119510011871475,wait:0.000000
3,71:0,71,no_addition,False,0.0,0.6,0.0,0.2,0.0,0.6,0.0,0.0,0.0,2.0,0.5724433221045399,0.5798533147655999,0.1966434629438023,0.18891818549490788,wait:0.000000
3,73:0,73,no_addition,False,0.0,0.8,0.0,0.6,0.0,0.8,0.0,0.0,0.0,1.0,0.35420682498105227,0.41671162276581564,0.12950524969704513,0.175636318859363,wait:0.402379
3,75:0,75,no_addition,False,0.0,0.6923076923076923,0.0,0.15384615384615385,0.0,0.6923076923076923,0.0,0.0,0.0,7.0,0.37309419698317375,0.5877112921467103,0.18562068362434606,0.1741724116481872,wait:0.567497
3,76:0,76,no_addition,False,0.0,0.8,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.4107091825541645,0.380946265462487,0.3173583191853626,0.30206654641134223,wait:0.367844
3,77:0,77,no_addition,False,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.6557895980559207,0.5583678345059471,0.22680502196466576,0.27959005577356233,wait:0.000000
3,78:0,78,no_addition,False,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6149527470465616,0.34177155101478407,0.24966732629549443,0.3066099241424625,wait:0.000000
3,79:0,79,no_addition,False,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,2.0,0.6054007144387883,0.3960929381760018,0.1495197563448102,0.1877320499694934,wait:0.382469
3,82:0,82,no_addition,False,0.0,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0.0,4.0,0.6786328395366878,0.4344487551468049,0.20059720904195832,0.12489908463220839,wait:0.419506
3,83:0,83,no_addition,False,0.0,0.75,0.0,0.375,0.0,0.75,0.0,0.0,0.0,3.0,0.6492496307348407,0.3732835456302558,0.33254471762931725,0.16566944905945366,wait:0.000000
3,85:0,85,no_addition,False,0.0,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.6653815322741997,0.581425413119678,0.20909958497958275,0.18528397522787762,wait:0.000000
3,88:0,88,no_addition,False,0.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.0,0.0,0.0,5.0,0.6663316377708322,0.6852556576707169,0.12534868262092297,0.2075182675250232,wait:0.000000
3,89:0,89,no_addition,False,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.6154086354683044,0.39401625161170495,0.2224815867294293,0.23257959950918858,wait:0.000000
3,90:0,90,no_addition,False,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,2.0,0.4996088598221989,0.5715241011396108,0.17240748887006616,0.28313033415201594,wait:0.551867
3,91:0,91,no_addition,False,0.0,0.625,0.0,0.25,0.0,0.625,0.0,0.0,0.0,3.0,0.35086857358249224,0.5025706490777337,0.2828989028082604,0.13555949477546203,wait:0.485285
3,92:0,92,no_addition,False,0.0,0.8,0.0,0.6,0.0,0.8,0.0,0.0,0.0,1.0,0.5336859411228719,0.592691111826333,0.23307035337358772,0.17644030047125855,wait:0.572306
3,99:0,99,no_addition,False,0.0,0.5,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,2.0,0.545919754635573,0.3762047328798433,0.32801517338061686,0.2986910420499687,wait:0.000000
3,100:0,100,no_addition,False,0.0,0.5714285714285714,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,4.0,0.6669641560585482,0.4944104064721361,0.29685669472214676,0.15244964840173358,wait:0.477405
3,101:0,101,no_addition,False,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,1.0,0.5810976055605849,0.3882687215850596,0.3072729448710695,0.21017157870428096,wait:0.000000
3,102:0,102,no_addition,False,0.0,0.8,0.0,0.2,0.0,0.8,0.0,0.0,0.0,3.0,0.6513672192398829,0.34011089000283523,0.23985665450696353,0.2798511655072161,wait:0.000000
3,103:0,103,no_addition,False,0.0,0.8571428571428571,0.0,0.42857142857142855,0.0,0.8571428571428571,0.0,0.0,0.0,3.0,0.4345318844840096,0.352142200466893,0.3071780557516381,0.2065438493999356,wait:0.000000
3,104:0,104,no_addition,False,0.0,0.6,0.0,0.2,0.0,0.6,0.0,0.0,0.0,2.0,0.43052911169727703,0.3562376600093899,0.3090012310026812,0.21542227056588995,wait:0.343985
3,106:0,106,no_addition,False,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.5538869960114561,0.4442274283105875,0.2104074641932924,0.13244187247478853,wait:0.000000
3,107:0,107,no_addition,False,0.0,0.6,0.0,0.2,0.0,0.6,0.0,0.0,0.0,4.0,0.5101272085917143,0.4601514173244176,0.14296619323417872,0.16684617999669996,wait:0.444325
