time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,cumulative_domestic_share,cumulative_customer_share,new_d_to_e,new_e_to_d,seed,pooled,active_customers,arm
0,69,69,69,69,0,0,69,69,0,0,69,69,0,0,0,0,0,0,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
1,0,0,0,0,0,0,69,69,0,0,69,69,0,0,0,0,0,0,69,69,69,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
2,0,0,0,0,0,0,69,63,0,6,63,57,6,6,0,0,0,0,69,69,69,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
3,0,0,0,0,0,0,63,50,0,13,50,45,5,5,6,0,6,6,69,69,69,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
4,0,0,0,0,0,0,59,39,0,20,39,33,6,6,4,0,4,10,69,69,50,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
5,0,0,0,0,0,0,53,27,0,26,27,21,6,6,6,0,6,16,69,69,39,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
6,0,0,0,0,0,0,48,16,0,32,16,9,7,7,5,0,5,21,69,69,27,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
7,0,0,0,0,0,0,41,4,0,37,4,0,4,4,7,0,7,28,69,69,16,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
8,0,0,0,0,0,0,39,0,0,39,0,0,0,0,2,0,2,30,69,69,4,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
9,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
10,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
11,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
12,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
13,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
14,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
15,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
16,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
17,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
18,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
19,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
20,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
21,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
22,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
23,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
24,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
25,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
26,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
27,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
28,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
29,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
30,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
31,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
32,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
33,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
34,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
35,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
36,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
37,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
38,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
39,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
40,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
41,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
42,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
43,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
44,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,6,domestic_only
0,69,61,61,0,61,0,69,61,8,0,0,0,0,0,0,61,0,0,61,69,0,0,0.0,0.8840579710144928,0.0,0.0,0,False,6,customer_only
1,0,3,3,0,3,0,69,64,5,0,0,0,0,0,0,64,0,0,64,69,0,61,0.0,0.927536231884058,0.0,0.0,0,False,6,customer_only
2,0,0,0,0,0,0,69,61,5,3,0,0,0,0,0,61,0,0,64,69,0,64,0.0,0.927536231884058,0.0,0.0,0,False,6,customer_only
3,0,0,0,0,0,0,61,47,5,9,0,0,0,0,0,47,8,8,64,69,0,64,0.0,0.927536231884058,0.0,0.0,0,False,6,customer_only
4,0,1,1,0,1,0,59,33,4,22,0,0,0,0,0,33,2,10,65,69,0,47,0.0,0.9420289855072463,0.0,0.0,0,False,6,customer_only
5,0,1,1,0,1,0,58,21,3,34,0,0,0,0,0,21,1,11,66,69,0,33,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
6,0,0,0,0,0,0,58,11,3,44,0,0,0,0,0,11,0,11,66,69,0,21,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
7,0,0,0,0,0,0,57,8,3,46,0,0,0,0,0,8,1,12,66,69,0,12,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
8,0,0,0,0,0,0,54,3,3,48,0,0,0,0,0,3,3,15,66,69,0,8,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
9,0,0,0,0,0,0,53,1,3,49,0,0,0,0,0,1,1,16,66,69,0,3,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
10,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,1,17,66,69,0,1,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
11,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
12,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
13,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
14,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
15,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
16,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
17,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
18,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
19,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
20,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
21,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
22,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
23,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
24,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
25,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
26,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
27,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
28,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
29,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
30,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
31,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
32,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
33,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
34,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
35,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
36,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
37,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
38,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
39,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
40,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
41,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
42,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
43,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
44,0,0,0,0,0,0,52,0,3,49,0,0,0,0,0,0,0,17,66,69,0,0,0.0,0.9565217391304348,0.0,0.0,0,False,6,customer_only
0,69,69,69,63,15,0,69,69,0,0,63,63,0,0,0,15,0,0,69,69,0,0,0.9130434782608695,0.21739130434782608,0.0,0.0,0,False,6,both
1,0,0,0,0,0,0,69,69,0,0,63,63,0,0,0,15,0,0,69,69,63,15,0.9130434782608695,0.21739130434782608,0.0,0.0,0,False,6,both
2,0,0,0,0,0,0,69,59,0,10,57,51,6,6,0,10,0,0,69,69,63,15,0.9130434782608695,0.21739130434782608,0.0,0.0,0,False,6,both
3,0,0,0,4,4,8,62,51,0,11,47,43,4,5,6,5,7,7,69,69,63,15,0.9710144927536232,0.2753623188405797,4.0,4.0,0,False,6,both
4,0,0,0,2,10,12,58,48,0,10,38,32,6,6,3,14,4,11,69,69,47,5,1.0,0.42028985507246375,10.0,2.0,0,False,6,both
5,0,0,0,0,7,7,52,39,0,13,26,20,6,6,6,17,6,17,69,69,38,14,1.0,0.5217391304347826,7.0,0.0,0,False,6,both
6,0,0,0,0,6,6,45,28,0,17,14,8,6,6,6,17,7,24,69,69,26,21,1.0,0.6086956521739131,6.0,0.0,0,False,6,both
7,0,0,0,0,1,1,37,12,0,25,2,0,2,2,6,10,8,32,69,69,14,23,1.0,0.6231884057971014,1.0,0.0,0,False,6,both
8,0,0,0,0,1,1,32,5,0,27,0,0,0,0,1,5,5,37,69,69,2,14,1.0,0.6376811594202898,1.0,0.0,0,False,6,both
9,0,0,0,0,0,0,32,2,0,30,0,0,0,0,0,2,0,37,69,69,0,8,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
10,0,0,0,0,0,0,32,1,0,31,0,0,0,0,0,1,0,37,69,69,0,2,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
11,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,1,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
12,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
13,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
14,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
15,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
16,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
17,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
18,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
19,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
20,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
21,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
22,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
23,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
24,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
25,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
26,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
27,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
28,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
29,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
30,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
31,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
32,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
33,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
34,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
35,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
36,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
37,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
38,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
39,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
40,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
41,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
42,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
43,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
44,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,0,0,37,69,69,0,0,1.0,0.6376811594202898,0.0,0.0,0,False,6,both
0,69,69,69,69,0,0,69,69,0,0,69,69,0,0,0,0,0,0,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
1,0,0,0,0,0,0,69,69,0,0,69,69,0,0,0,0,0,0,69,69,69,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
2,0,0,0,0,0,0,69,63,0,6,63,57,6,6,0,0,0,0,69,69,69,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
3,0,0,0,0,0,0,63,50,0,13,50,45,5,5,6,0,6,6,69,69,69,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
4,0,0,0,0,0,0,59,39,0,20,39,33,6,6,4,0,4,10,69,69,50,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
5,0,0,0,0,0,0,53,27,0,26,27,21,6,6,6,0,6,16,69,69,39,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
6,0,0,0,0,0,0,48,16,0,32,16,9,7,7,5,0,5,21,69,69,27,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
7,0,0,0,0,0,0,41,4,0,37,4,0,4,4,7,0,7,28,69,69,16,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
8,0,0,0,0,0,0,39,0,0,39,0,0,0,0,2,0,2,30,69,69,4,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
9,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
10,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
11,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
12,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
13,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
14,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
15,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
16,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
17,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
18,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
19,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
20,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
21,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
22,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
23,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
24,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
25,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
26,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
27,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
28,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
29,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
30,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
31,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
32,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
33,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
34,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
35,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
36,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
37,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
38,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
39,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
40,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
41,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
42,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
43,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
44,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,30,69,69,0,0,1.0,0.0,0.0,0.0,0,False,3,domestic_only
0,69,61,61,0,61,0,69,61,8,0,0,0,0,0,0,61,0,0,61,69,0,0,0.0,0.8840579710144928,0.0,0.0,0,False,3,customer_only
1,0,3,3,0,3,0,69,64,5,0,0,0,0,0,0,64,0,0,64,69,0,61,0.0,0.927536231884058,0.0,0.0,0,False,3,customer_only
