time,new_disputes,new_complaints,new_complainants,new_domestic,new_customer,new_additional_channel,unresolved,pending,unsubmitted,closed_unresolved,pending_domestic,pending_domestic_institution,pending_domestic_implementation,new_domestic_supported,new_domestic_implemented,pending_customer,new_resolved,cumulative_resolved,cumulative_complainants,total_cases,visible_domestic,visible_customer,cumulative_domestic_share,cumulative_customer_share,new_d_to_e,new_e_to_d,scenario,seed
5,0,0,0,0,0,0,57,9,15,33,0,0,0,0,0,9,2,12,54,69,0,21,0.0,0.782608695652174,0.0,0.0,customer_only,0
6,0,0,0,0,0,0,57,2,15,40,0,0,0,0,0,2,0,12,54,69,0,9,0.0,0.782608695652174,0.0,0.0,customer_only,0
7,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,2,0.0,0.782608695652174,0.0,0.0,customer_only,0
8,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
9,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
10,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
11,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
12,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
13,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
14,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
15,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
16,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
17,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
18,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
19,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
20,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
21,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
22,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
23,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
24,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
25,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
26,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
27,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
28,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
29,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
30,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
31,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
32,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
33,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
34,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
35,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
36,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
37,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
38,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
39,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
40,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
41,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
42,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
43,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
44,0,0,0,0,0,0,57,0,15,42,0,0,0,0,0,0,0,12,54,69,0,0,0.0,0.782608695652174,0.0,0.0,customer_only,0
0,69,69,69,63,13,0,69,69,0,0,63,63,0,0,0,13,0,0,69,69,0,0,0.9130434782608695,0.18840579710144928,0.0,0.0,both,0
1,0,0,0,0,0,0,69,69,0,0,63,63,0,0,0,13,0,0,69,69,63,13,0.9130434782608695,0.18840579710144928,0.0,0.0,both,0
2,0,0,0,0,0,0,69,59,0,10,57,51,6,6,0,8,0,0,69,69,63,13,0.9130434782608695,0.18840579710144928,0.0,0.0,both,0
3,0,0,0,4,2,6,62,49,0,13,47,43,4,5,6,2,7,7,69,69,63,13,0.9710144927536232,0.21739130434782608,2.0,4.0,both,0
4,0,0,0,2,10,12,59,47,0,12,39,33,6,6,3,12,3,10,69,69,47,2,1.0,0.36231884057971014,10.0,2.0,both,0
5,0,0,0,0,6,6,53,42,0,11,28,21,7,7,6,16,6,16,69,69,39,12,1.0,0.4492753623188406,6.0,0.0,both,0
6,0,0,0,0,3,3,46,26,0,20,15,9,6,6,6,11,7,23,69,69,28,18,1.0,0.4927536231884058,3.0,0.0,both,0
7,0,0,0,0,2,2,38,10,0,28,3,0,3,3,6,7,8,31,69,69,15,19,1.0,0.5217391304347826,2.0,0.0,both,0
8,0,0,0,0,1,1,34,5,0,29,0,0,0,0,2,5,4,35,69,69,3,11,1.0,0.5362318840579711,1.0,0.0,both,0
9,0,0,0,0,0,0,34,3,0,31,0,0,0,0,0,3,0,35,69,69,0,6,1.0,0.5362318840579711,0.0,0.0,both,0
10,0,0,0,0,0,0,33,1,0,32,0,0,0,0,0,1,1,36,69,69,0,3,1.0,0.5362318840579711,0.0,0.0,both,0
11,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,1,1.0,0.5362318840579711,0.0,0.0,both,0
12,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
13,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
14,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
15,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
16,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
17,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
18,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
19,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
20,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
21,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
22,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
23,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
24,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
25,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
26,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
27,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
28,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
29,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
30,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
31,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
32,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
33,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
34,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
35,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
36,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
37,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
38,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
39,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
40,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
41,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
42,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
43,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
44,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,36,69,69,0,0,1.0,0.5362318840579711,0.0,0.0,both,0
0,81,81,81,81,0,0,81,81,0,0,81,81,0,0,0,0,0,0,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
1,0,0,0,0,0,0,81,81,0,0,81,81,0,0,0,0,0,0,81,81,81,0,1.0,0.0,0.0,0.0,domestic_only,1
2,0,0,0,0,0,0,81,75,0,6,75,69,6,6,0,0,0,0,81,81,81,0,1.0,0.0,0.0,0.0,domestic_only,1
3,0,0,0,0,0,0,76,60,0,16,60,57,3,3,5,0,5,5,81,81,81,0,1.0,0.0,0.0,0.0,domestic_only,1
4,0,0,0,0,0,0,74,52,0,22,52,45,7,7,2,0,2,7,81,81,60,0,1.0,0.0,0.0,0.0,domestic_only,1
5,0,0,0,0,0,0,67,37,0,30,37,33,4,4,7,0,7,14,81,81,52,0,1.0,0.0,0.0,0.0,domestic_only,1
6,0,0,0,0,0,0,63,27,0,36,27,21,6,6,4,0,4,18,81,81,37,0,1.0,0.0,0.0,0.0,domestic_only,1
7,0,0,0,0,0,0,57,14,0,43,14,9,5,5,6,0,6,24,81,81,27,0,1.0,0.0,0.0,0.0,domestic_only,1
8,0,0,0,0,0,0,54,4,0,50,4,0,4,4,3,0,3,27,81,81,14,0,1.0,0.0,0.0,0.0,domestic_only,1
9,0,0,0,0,0,0,51,0,0,51,0,0,0,0,3,0,3,30,81,81,4,0,1.0,0.0,0.0,0.0,domestic_only,1
10,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
11,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
12,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
13,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
14,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
15,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
16,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
17,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
18,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
19,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
20,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
21,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
22,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
23,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
24,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
25,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
26,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
27,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
28,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
29,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
30,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
31,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
32,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
33,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
34,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
35,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
36,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
37,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
38,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
39,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
40,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
41,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
42,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
43,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
44,0,0,0,0,0,0,51,0,0,51,0,0,0,0,0,0,0,30,81,81,0,0,1.0,0.0,0.0,0.0,domestic_only,1
0,81,54,54,0,54,0,81,54,27,0,0,0,0,0,0,54,0,0,54,81,0,0,0.0,0.6666666666666666,0.0,0.0,customer_only,1
1,0,4,4,0,4,0,81,58,23,0,0,0,0,0,0,58,0,0,58,81,0,54,0.0,0.7160493827160493,0.0,0.0,customer_only,1
2,0,0,0,0,0,0,81,51,23,7,0,0,0,0,0,51,0,0,58,81,0,58,0.0,0.7160493827160493,0.0,0.0,customer_only,1
3,0,0,0,0,0,0,77,38,23,16,0,0,0,0,0,38,4,4,58,81,0,58,0.0,0.7160493827160493,0.0,0.0,customer_only,1
4,0,1,1,0,1,0,76,30,22,24,0,0,0,0,0,30,1,5,59,81,0,38,0.0,0.7283950617283951,0.0,0.0,customer_only,1
5,0,0,0,0,0,0,72,14,22,36,0,0,0,0,0,14,4,9,59,81,0,30,0.0,0.7283950617283951,0.0,0.0,customer_only,1
6,0,0,0,0,0,0,71,4,22,45,0,0,0,0,0,4,1,10,59,81,0,14,0.0,0.7283950617283951,0.0,0.0,customer_only,1
7,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,2,12,59,81,0,4,0.0,0.7283950617283951,0.0,0.0,customer_only,1
8,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
9,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
10,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
11,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
12,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
13,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
14,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
15,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
16,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
17,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
18,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
19,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
20,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
21,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
22,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
23,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
24,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
25,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
26,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
27,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
28,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
29,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
30,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
31,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
32,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
33,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
34,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
35,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
36,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
37,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
38,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
39,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
40,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
41,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
42,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
43,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
44,0,0,0,0,0,0,69,0,22,47,0,0,0,0,0,0,0,12,59,81,0,0,0.0,0.7283950617283951,0.0,0.0,customer_only,1
0,81,81,81,78,17,0,81,81,0,0,78,78,0,0,0,17,0,0,81,81,0,0,0.9629629629629629,0.20987654320987653,0.0,0.0,both,1
1,0,0,0,0,0,0,81,81,0,0,78,78,0,0,0,17,0,0,81,81,78,17,0.9629629629629629,0.20987654320987653,0.0,0.0,both,1
2,0,0,0,0,0,0,81,75,0,6,72,66,6,6,0,9,0,0,81,81,78,17,0.9629629629629629,0.20987654320987653,0.0,0.0,both,1
3,0,0,0,1,3,4,74,61,0,13,58,55,3,3,5,4,7,7,81,81,78,17,0.9753086419753086,0.24691358024691357,3.0,1.0,both,1
4,0,0,0,1,7,8,71,59,0,12,50,43,7,7,2,10,3,10,81,81,58,4,0.9876543209876543,0.3333333333333333,7.0,1.0,both,1
5,0,0,0,0,5,5,64,46,0,18,34,31,3,3,7,13,7,17,81,81,50,10,0.9876543209876543,0.3950617283950617,5.0,0.0,both,1
6,0,0,0,0,3,3,60,35,0,25,24,19,5,5,3,11,4,21,81,81,34,15,0.9876543209876543,0.43209876543209874,3.0,0.0,both,1
7,0,0,0,0,5,5,52,21,0,31,12,7,5,5,5,9,8,29,81,81,24,15,0.9876543209876543,0.49382716049382713,5.0,0.0,both,1
8,0,0,0,0,2,2,49,11,0,38,4,0,4,4,3,7,3,32,81,81,12,13,0.9876543209876543,0.5185185185185185,2.0,0.0,both,1
9,0,0,0,0,3,3,46,7,0,39,0,0,0,0,3,7,3,35,81,81,4,10,0.9876543209876543,0.5555555555555556,3.0,0.0,both,1
10,0,0,0,0,1,1,44,4,0,40,0,0,0,0,0,4,2,37,81,81,0,10,0.9876543209876543,0.5679012345679012,1.0,0.0,both,1
11,0,0,0,0,0,0,44,1,0,43,0,0,0,0,0,1,0,37,81,81,0,6,0.9876543209876543,0.5679012345679012,0.0,0.0,both,1
12,0,0,0,0,0,0,44,1,0,43,0,0,0,0,0,1,0,37,81,81,0,4,0.9876543209876543,0.5679012345679012,0.0,0.0,both,1
13,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,1,38,81,81,0,1,0.9876543209876543,0.5679012345679012,0.0,0.0,both,1
14,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,38,81,81,0,0,0.9876543209876543,0.5679012345679012,0.0,0.0,both,1
